"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Aquitect's Defenses","U","C","109493","7.08","13912","10.30","426","23.7%","","75","","109","","184","","242","",""
"Blossombind","U","C","77846","4.62","16914","5.96","3225","95.5%","50.9%","565","48.0%","887","56.5%","1452","53.2%","1775","49.1%","4.1pp"
"Champions of the Shoal","U","R","5265","2.63","2144","2.87","285","","","60","","67","","127","","155","",""
"Disruptor of Currents","U","R","4950","2.32","2438","2.52","538","99.6%","47.6%","93","","146","","239","","295","",""
"Flitterwing Nuisance","U","R","4777","2.36","2192","2.53","543","99.6%","55.2%","127","","131","","258","","285","",""
"Glamer Gifter","U","U","24731","3.96","6730","4.76","1157","93.7%","50.9%","211","","315","","526","53.2%","632","48.9%","4.3pp"
"Glamermite","U","C","102385","6.38","14159","9.09","1338","59.9%","52.2%","248","","354","","602","53.0%","735","51.7%","1.3pp"
"Glen Elendra Guardian","U","R","4960","2.34","2241","2.53","472","","","84","","128","","212","","262","",""
"Glen Elendra's Answer","U","M","5984","3.89","1410","4.70","188","","","30","","48","","78","","110","",""
"Gravelgill Scoundrel","U","C","102418","6.57","16029","8.92","589","35.0%","51.3%","124","","144","","268","","320","",""
"Harmonized Crescendo","U","R","8933","3.76","2067","4.57","126","","","23","","36","","59","","67","",""
"Illusion Spinners","U","U","35867","5.75","4958","8.06","520","59.6%","51.3%","95","","137","","232","","287","",""
"Kulrath Mystic","U","C","110029","7.19","15053","10.16","803","39.5%","50.1%","160","","217","","377","","422","",""
"Loch Mare","U","M","1821","1.71","1148","1.79","310","","","67","","85","","152","","156","",""
"Lofty Dreams","U","U","32864","5.16","6351","6.70","598","68.3%","50.7%","124","","144","","268","","330","",""
"Mirrorform","U","M","4024","3.26","1244","3.55","216","","","40","","56","","96","","120","",""
"Noggle the Mind","U","U","28850","4.53","5233","5.91","897","89.7%","55.1%","157","","249","","406","","492","",""
"Oko, Lorwyn Liege","U","M","1882","1.72","1140","1.73","686","100.0%","54.7%","102","","201","","303","","385","",""
"Omni-Changeling","U","U","24031","3.87","7014","4.56","1115","93.7%","50.9%","178","","347","","525","58.5%","585","43.9%","14.5pp"
"Pestered Wellguard","U","U","24460","4.01","5842","4.89","571","78.3%","50.8%","91","","148","","239","","328","",""
"Rime Chill","U","U","37379","5.74","6139","7.75","986","74.2%","49.9%","158","","249","","407","","581","49.1%",""
"Rimefire Torque","U","R","16707","5.70","1967","8.66","14","","","1","","7","","8","","6","",""
"Rimekin Recluse","U","U","18724","3.18","7750","3.56","1526","99.0%","55.2%","301","","408","","709","57.0%","807","53.5%","3.5pp"
"Run Away Together","U","C","109254","7.13","14122","10.28","753","40.3%","48.2%","111","","193","","304","","449","",""
"Shinestriker","U","U","25649","4.16","7694","4.79","1820","96.2%","52.8%","323","","509","63.9%","832","59.1%","968","46.7%","12.4pp"
"Silvergill Mentor","U","U","26181","4.29","6851","5.06","458","71.9%","","100","","119","","219","","235","",""
"Silvergill Peddler","U","C","104937","6.63","15742","9.17","674","40.0%","49.0%","124","","168","","292","","384","",""
"Spell Snare","U","U","41307","6.68","4951","9.85","150","26.3%","","18","","41","","59","","91","",""
"Stratosoarer","U","C","102530","6.20","14778","8.80","1553","64.5%","50.9%","302","","427","","729","50.1%","820","51.3%","-1.3pp"
"Summit Sentinel","U","C","102400","6.39","15614","8.89","1658","64.4%","49.7%","283","","456","","739","50.9%","909","48.8%","2.0pp"
"Sunderflock","U","R","5199","2.59","2088","2.72","464","","","82","","127","","209","","243","",""
"Swat Away","U","U","29324","4.60","6845","5.78","1076","90.3%","52.0%","188","","283","","471","","606","50.5%",""
"Sygg, Wanderwine Wisdom","U","R","4399","2.25","2093","2.41","346","","","52","","104","","156","","187","",""
"Tanufel Rimespeaker","U","U","26008","4.32","6698","5.19","1277","94.5%","51.5%","234","","339","","573","53.1%","689","49.5%","3.6pp"
"Temporal Cleansing","U","C","98980","5.95","18523","7.98","2392","75.5%","50.3%","401","","675","52.7%","1076","51.5%","1317","49.4%","2.1pp"
"Thirst for Identity","U","U","34806","5.45","5388","7.53","590","75.2%","48.3%","95","","147","","242","","348","",""
"Unexpected Assistance","U","C","93171","5.59","17809","7.36","2129","79.4%","51.6%","358","","573","52.7%","931","51.5%","1198","51.8%","-0.3pp"
"Unwelcome Sprite","U","U","28003","4.45","7059","5.41","1094","89.7%","53.7%","183","","281","","464","","628","49.2%",""
"Wanderwine Distracter","U","C","110441","7.43","13452","10.77","194","14.3%","","31","","47","","78","","116","",""
"Wanderwine Farewell","U","U","30810","4.91","6823","6.09","339","54.1%","","52","","83","","135","","204","",""
"Wild Unraveling","U","C","108083","7.02","14683","9.99","815","43.6%","50.3%","141","","198","","339","","476","",""
"Auntie's Sentence","B","C","96021","5.72","13205","8.12","8","","","0","","1","","1","","7","",""
"Barbed Bloodletter","B","C","110561","7.21","13034","10.57","0","","","0","","0","","0","","0","",""
"Bile-Vial Boggart","B","C","101262","6.30","12761","9.01","0","","","0","","0","","0","","0","",""
"Bitterbloom Bearer","B","M","1807","1.72","973","1.76","3","","","3","","0","","3","","0","",""
"Blight Rot","B","C","59631","3.70","14855","4.53","115","","","19","","32","","51","","64","",""
"Blighted Blackthorn","B","C","105873","6.65","13339","9.66","15","","","2","","4","","6","","9","",""
"Bloodline Bidding","B","R","7164","3.17","2126","3.50","0","","","0","","0","","0","","0","",""
"Boggart Mischief","B","U","24488","4.18","5167","4.98","0","","","0","","0","","0","","0","",""
"Boggart Prankster","B","C","105184","6.79","13345","9.60","0","","","0","","0","","0","","0","",""
"Bogslither's Embrace","B","C","62351","3.80","15411","4.70","180","","","28","","48","","76","","103","",""
"Champion of the Weird","B","R","6119","2.88","1808","3.29","5","","","0","","2","","2","","3","",""
"Creakwood Safewright","B","U","22846","3.80","6369","4.42","3","","","1","","1","","2","","1","",""
"Darkness Descends","B","U","37626","6.03","4379","8.85","3","","","1","","2","","3","","0","",""
"Dawnhand Dissident","B","R","4982","2.38","2223","2.53","24","","","2","","9","","11","","13","",""
"Dawnhand Eulogist","B","C","94558","5.92","17511","7.58","19","3.1%","","2","","5","","7","","12","",""
"Dose of Dawnglow","B","U","36311","5.63","5023","8.02","9","","","1","","4","","5","","4","",""
"Dream Seizer","B","C","104169","6.52","13290","9.38","24","4.1%","","2","","9","","11","","13","",""
"Gloom Ripper","B","R","5028","2.45","2158","2.58","11","","","4","","2","","6","","5","",""
"Gnarlbark Elm","B","U","23780","3.86","5303","4.72","37","","","8","","5","","13","","24","",""
"Graveshifter","B","U","21229","3.43","6069","4.10","108","","","24","","25","","49","","59","",""
"Grub, Storied Matriarch","B","R","6687","3.03","1807","3.55","5","","","1","","2","","3","","2","",""
"Gutsplitter Gang","B","U","32086","5.21","4836","6.94","0","","","0","","0","","0","","0","",""
"Heirloom Auntie","B","C","102111","6.57","11985","9.48","0","","","0","","0","","0","","0","",""
"Iron-Shield Elf","B","U","25905","4.11","6920","4.86","3","","","1","","0","","1","","2","",""
"Moonglove Extractor","B","C","100363","6.23","13129","8.91","6","","","0","","1","","1","","5","",""
"Moonshadow","B","M","2117","1.93","971","2.03","0","","","0","","0","","0","","0","",""
"Mornsong Aria","B","R","17474","5.80","2063","9.05","0","","","0","","0","","0","","0","",""
"Mudbutton Cursetosser","B","U","30119","4.80","5318","6.10","0","","","0","","0","","0","","0","",""
"Nameless Inversion","B","U","18057","3.05","6294","3.52","78","","","13","","20","","33","","44","",""
"Nightmare Sower","B","U","29561","4.78","4453","6.38","30","","","7","","6","","13","","17","",""
"Perfect Intimidation","B","U","40610","6.44","4457","9.79","0","","","0","","0","","0","","0","",""
"Requiting Hex","B","U","28544","4.49","5196","5.82","13","","","1","","3","","4","","9","",""
"Retched Wretch","B","U","33284","5.26","5082","7.11","0","","","0","","0","","0","","0","",""
"Scarblade Scout","B","C","87455","5.37","16989","6.89","3","","","0","","2","","2","","1","",""
"Scarblade's Malice","B","C","102885","6.37","12948","9.26","0","","","0","","0","","0","","0","",""
"Shimmercreep","B","U","33837","5.17","6232","6.87","442","70.7%","","68","","114","","182","","260","",""
"Taster of Wares","B","R","5961","2.71","2209","2.95","31","","","5","","7","","12","","19","",""
"Twilight Diviner","B","R","6742","2.99","2033","3.48","0","","","0","","0","","0","","0","",""
"Unbury","B","U","26729","4.14","6039","5.21","50","","","8","","14","","22","","28","",""
"Ashling, Rekindled","R","R","6412","2.90","2249","3.22","57","","","11","","13","","24","","33","",""
"Boldwyr Aggressor","R","U","38900","6.16","5025","8.80","0","","","0","","0","","0","","0","",""
"Boneclub Berserker","R","C","107033","7.28","12501","10.55","0","","","0","","0","","0","","0","",""
"Boulder Dash","R","U","25576","4.06","6225","4.94","31","","","5","","9","","14","","17","",""
"Brambleback Brute","R","C","106001","6.90","13336","9.86","0","0.0%","","0","","0","","0","","0","",""
"Burning Curiosity","R","C","111077","7.37","14870","10.39","16","2.5%","","2","","5","","7","","9","",""
"Champion of the Path","R","R","7162","3.22","2027","3.68","4","","","1","","1","","2","","2","",""
"Cinder Strike","R","C","67459","4.21","17479","5.06","95","","","9","","33","","42","","53","",""
"Collective Inferno","R","R","10755","4.28","1640","5.71","0","","","0","","0","","0","","0","",""
"Elder Auntie","R","C","100517","6.43","13958","8.96","0","","","0","","0","","0","","0","",""
"End-Blaze Epiphany","R","R","5852","2.62","2637","2.81","78","","","12","","20","","32","","46","",""
"Enraged Flamecaster","R","C","103750","6.75","12861","9.69","8","","","1","","0","","1","","7","",""
"Explosive Prodigy","R","U","23371","3.80","7335","4.38","262","","","45","","92","","137","","125","",""
"Feed the Flames","R","C","82934","4.96","15264","6.55","114","","","20","","28","","48","","66","",""
"Flame-Chain Mauler","R","C","105232","6.71","15534","9.33","0","","","0","","0","","0","","0","",""
"Flamebraider","R","U","26388","4.34","7142","5.04","34","","","5","","8","","13","","21","",""
"Flamekin Gildweaver","R","C","102149","6.38","16398","8.60","69","10.8%","","12","","16","","28","","40","",""
"Giantfall","R","U","30481","4.76","5523","6.20","7","","","0","","5","","5","","2","",""
"Goatnap","R","U","43700","7.31","4822","10.85","0","","","0","","0","","0","","0","",""
"Goliath Daydreamer","R","R","5598","2.68","2145","2.83","2","","","1","","0","","1","","1","",""
"Gristle Glutton","R","C","103948","6.65","15840","9.04","6","","","2","","2","","4","","2","",""
"Hexing Squelcher","R","R","6542","2.95","1522","3.59","9","","","0","","1","","1","","7","",""
"Impolite Entrance","R","U","43247","7.02","4972","10.30","0","","","0","","0","","0","","0","",""
"Kindle the Inner Flame","R","U","41279","6.76","5294","9.65","5","","","1","","1","","2","","3","",""
"Kulrath Zealot","R","C","96454","5.85","17074","7.81","87","13.4%","","12","","30","","42","","44","",""
"Lasting Tarfire","R","U","39095","6.54","4995","9.23","0","","","0","","0","","0","","0","",""
"Lavaleaper","R","R","13606","5.14","1677","7.77","10","","","1","","4","","5","","5","",""
"Meek Attack","R","M","8367","5.34","1043","8.13","0","","","0","","0","","0","","0","",""
"Reckless Ransacking","R","C","112431","7.70","12657","11.29","2","0.4%","","0","","0","","0","","2","",""
"Scuzzback Scrounger","R","R","6719","2.97","2037","3.37","17","","","2","","2","","4","","13","",""
"Sear","R","U","17620","2.95","6248","3.38","78","","","17","","18","","35","","44","",""
"Sizzling Changeling","R","U","27971","4.34","6588","5.35","25","","","6","","10","","16","","9","",""
"Soul Immolation","R","M","2640","2.34","1273","2.48","31","","","6","","9","","15","","16","",""
"Soulbright Seeker","R","U","35026","5.53","6140","7.24","12","","","0","","3","","3","","9","",""
"Sourbread Auntie","R","U","28627","4.76","5822","5.89","0","","","0","","0","","0","","0","",""
"Spinerock Tyrant","R","M","1852","1.73","1035","1.80","38","","","7","","7","","14","","24","",""
"Squawkroaster","R","U","34553","5.41","5296","7.36","160","","","28","","48","","76","","86","",""
"Sting-Slinger","R","U","34188","5.48","5316","7.34","0","","","0","","0","","0","","0","",""
"Tweeze","R","C","76155","4.58","15283","5.94","66","","","15","","18","","33","","32","",""
"Warren Torchmaster","R","U","36104","5.70","5446","7.71","0","","","0","","0","","0","","0","",""
"Assert Perfection","G","C","69277","4.09","18561","5.03","2827","94.9%","50.6%","461","","766","54.8%","1227","53.0%","1601","48.8%","4.1pp"
"Aurora Awakener","G","M","1882","1.75","1231","1.78","369","","","61","","107","","168","","181","",""
"Bloom Tender","G","M","2473","2.09","1002","2.24","263","","","50","","75","","125","","138","",""
"Blossoming Defense","G","U","30685","4.64","6416","5.95","780","88.8%","49.2%","128","","204","","332","","448","",""
"Bristlebane Battler","G","R","3751","1.95","1893","2.08","446","","","82","","121","","203","","243","",""
"Bristlebane Outrider","G","U","28314","4.45","6030","5.55","599","75.3%","49.9%","97","","167","","264","","329","",""
"Celestial Reunion","G","M","5236","3.67","938","4.72","45","","","6","","13","","19","","26","",""
"Champions of the Perfect","G","R","3967","2.06","1906","2.16","301","","","49","","87","","136","","154","",""
"Chomping Changeling","G","U","31099","4.69","4661","6.47","650","71.2%","49.2%","107","","177","","284","","360","",""
"Crossroads Watcher","G","C","98386","5.93","14996","8.23","865","52.3%","50.8%","156","","218","","374","","486","",""
"Dawn's Light Archer","G","C","102079","6.18","15070","8.72","943","52.4%","49.4%","157","","244","","401","","541","47.1%",""
"Dundoolin Weaver","G","U","23373","3.65","6658","4.37","998","93.3%","51.9%","188","","266","","454","","536","51.5%",""
"Formidable Speaker","G","R","4017","2.01","2034","2.12","492","","","85","","120","","205","","287","",""
"Gilt-Leaf's Embrace","G","C","109630","6.91","13923","9.99","396","30.5%","","58","","100","","158","","238","",""
"Great Forest Druid","G","C","78666","4.73","14684","6.26","3646","94.5%","51.6%","673","59.1%","978","54.0%","1651","56.1%","1988","47.8%","8.3pp"
"Luminollusk","G","U","36759","5.53","5563","7.69","1333","82.1%","48.9%","189","","383","","572","51.6%","755","46.9%","4.7pp"
"Lys Alana Dignitary","G","U","26348","4.18","6579","4.99","352","63.9%","","64","","95","","159","","190","",""
"Lys Alana Informant","G","C","86840","5.11","17824","6.67","2056","84.6%","49.1%","352","","535","48.8%","887","50.5%","1163","48.2%","2.4pp"
"Midnight Tilling","G","C","107093","6.88","17549","9.27","667","35.5%","48.9%","120","","171","","291","","376","",""
"Mistmeadow Council","G","C","89249","5.35","17045","6.99","1403","70.8%","52.7%","228","","399","","627","55.7%","757","49.8%","5.9pp"
"Moon-Vigil Adherents","G","U","20592","3.45","6290","3.90","673","85.2%","51.1%","109","","180","","289","","380","",""
"Morcant's Eyes","G","U","27008","4.48","7185","5.09","167","","","33","","46","","79","","86","",""
"Mutable Explorer","G","R","4774","2.37","1951","2.51","545","97.7%","48.4%","81","","163","","244","","296","",""
"Pitiless Fists","G","U","24293","3.83","6907","4.51","1195","93.1%","52.6%","194","","336","","530","57.9%","665","48.4%","9.5pp"
"Prismabasher","G","U","25994","4.08","6465","4.92","1400","93.4%","50.6%","225","","362","","587","55.5%","801","46.7%","8.8pp"
"Prismatic Undercurrents","G","U","38676","6.15","4996","8.88","501","49.8%","46.9%","78","","135","","213","","289","",""
"Pummeler for Hire","G","U","25957","4.11","6300","5.02","1268","96.2%","51.7%","213","","357","","570","55.3%","695","48.8%","6.5pp"
"Safewright Cavalry","G","C","92371","5.59","16592","7.49","1244","63.8%","50.6%","193","","332","","525","53.3%","721","48.8%","4.5pp"
"Sapling Nursery","G","R","5730","2.72","1971","2.91","584","93.6%","52.2%","99","","169","","268","","317","",""
"Selfless Safewright","G","R","4699","2.26","2095","2.43","370","","","61","","103","","164","","204","",""
"Shimmerwilds Growth","G","U","32211","5.01","5521","6.57","1296","87.2%","50.4%","229","","374","","603","54.4%","693","46.9%","7.5pp"
"Spry and Mighty","G","R","6808","2.91","2411","3.21","385","","","55","","112","","167","","219","",""
"Surly Farrier","G","C","101057","6.18","14646","8.62","753","49.3%","49.9%","126","","222","","348","","403","",""
"Tend the Sprigs","G","C","105104","6.65","12186","9.84","1439","54.3%","49.5%","282","","367","","649","52.9%","790","46.8%","6.0pp"
"Thoughtweft Charge","G","U","34071","5.07","5568","6.87","338","52.6%","","63","","91","","154","","184","",""
"Trystan, Callous Cultivator","G","R","5349","2.52","2167","2.78","191","","","33","","53","","86","","106","",""
"Unforgiving Aim","G","C","108980","6.95","12386","10.36","565","33.0%","47.8%","94","","164","","258","","307","",""
"Vinebred Brawler","G","U","30480","4.78","5912","6.16","266","","","51","","55","","106","","160","",""
"Virulent Emissary","G","U","21422","3.43","6316","4.06","991","94.2%","52.8%","189","","254","","443","","544","52.4%",""
"Wildvine Pummeler","G","C","98913","5.87","13865","8.43","2922","82.7%","50.5%","456","","887","58.1%","1343","55.0%","1592","46.7%","8.3pp"
"Abigale, Eloquent First-Year","WB","R","3265","1.66","2061","1.72","9","","","2","","2","","4","","5","",""
"Ashling's Command","UR","R","5422","2.60","2460","2.77","207","","","37","","59","","96","","109","",""
"Boggart Cursecrafter","BR","U","25736","4.40","5560","5.26","0","","","0","","0","","0","","0","",""
"Bre of Clan Stoutarm","WR","R","5389","2.67","1960","2.91","70","","","13","","18","","31","","36","",""
"Brigid's Command","WG","R","6157","2.83","2047","3.23","61","","","7","","17","","24","","37","",""
"Catharsis","WR","M","2128","1.97","938","2.05","5","","","0","","2","","2","","3","",""
"Chaos Spewer","BR","C","101292","6.34","12448","9.16","23","","","4","","3","","7","","16","",""
"Chitinous Graspling","UG","C","102647","5.89","14230","8.68","1589","64.0%","49.9%","286","","423","","709","51.8%","868","48.2%","3.6pp"
"Deceit","UB","M","1886","1.69","1154","1.71","222","","","32","","55","","87","","135","",""
"Deepchannel Duelist","WU","U","22035","3.87","6566","4.35","25","","","4","","10","","14","","11","",""
"Deepway Navigator","WU","R","7471","3.37","2163","3.88","14","","","1","","4","","5","","9","",""
"Doran, Besieged by Time","WBG","R","7735","3.35","1968","3.77","86","","","16","","32","","48","","39","",""
"Dream Harvest","UB","R","10582","3.83","2058","4.87","140","","","13","","44","","57","","83","",""
"Eclipsed Boggart","BR","U","28645","4.62","5924","5.66","0","","","0","","0","","0","","0","",""
"Eclipsed Elf","BG","U","21422","3.57","6914","4.05","213","","","38","","61","","99","","113","",""
"Eclipsed Flamekin","UR","U","26709","4.29","7391","5.05","515","76.9%","56.1%","92","","150","","242","","271","",""
"Eclipsed Kithkin","WG","U","21852","3.61","6598","4.19","306","","","64","","86","","150","","156","",""
"Eclipsed Merrow","WU","U","24685","4.07","7112","4.65","134","","","14","","44","","58","","75","",""
"Emptiness","WB","M","1670","1.57","1022","1.58","11","","","0","","5","","5","","5","",""
"Feisty Spikeling","WR","C","95804","5.39","14631","7.67","15","","","1","","3","","4","","11","",""
"Figure of Fable","WG","R","3084","1.63","2071","1.67","262","","","46","","78","","124","","136","",""
"Flaring Cinder","UR","C","101920","6.38","16383","8.71","940","59.9%","49.5%","169","","252","","421","","519","48.9%",""
"Gangly Stompling","RG","C","99062","5.58","15267","8.05","1325","75.5%","49.1%","234","","341","","575","50.6%","741","47.6%","3.0pp"
"Glister Bairn","UG","U","33213","5.11","5437","6.97","1484","82.4%","48.6%","279","","402","","681","50.5%","805","47.0%","3.6pp"
"Grub's Command","BR","R","6838","3.12","2143","3.53","8","","","2","","3","","5","","3","",""
"High Perfect Morcant","BG","R","4566","2.35","1861","2.53","111","","","13","","34","","47","","61","",""
"Hovel Hurler","WR","U","24550","3.83","5647","4.78","9","","","3","","3","","6","","3","",""
"Kirol, Attentive First-Year","WR","R","6995","2.97","2319","3.39","6","","","0","","2","","2","","4","",""
"Lluwen, Imperfect Naturalist","BG","R","4928","2.34","2074","2.56","194","","","46","","42","","88","","105","",""
"Maralen, Fae Ascendant","UBG","R","5207","2.52","2094","2.71","455","","","74","","144","","218","","226","",""
"Merrow Skyswimmer","WU","C","82317","4.83","18143","6.22","1096","72.1%","50.6%","189","","301","","490","","602","48.3%",""
"Mischievous Sneakling","UB","C","87968","4.82","16877","6.65","1602","88.6%","50.9%","284","","426","","710","51.1%","881","50.5%","0.6pp"
"Morcant's Loyalist","BG","U","18886","3.32","6462","3.72","49","","","7","","6","","13","","36","",""
"Noggle Robber","RG","U","26631","4.05","6839","5.03","1004","96.5%","52.0%","196","","256","","452","","554","48.6%",""
"Prideful Feastling","WB","C","87654","4.77","13976","6.85","94","","","15","","21","","36","","58","",""
"Raiding Schemes","RG","R","17616","5.88","2230","8.85","2","","","1","","0","","1","","1","",""
"Reaping Willow","WB","U","20350","3.31","5669","3.96","4","","","1","","1","","2","","2","",""
"Sanar, Innovative First-Year","UR","R","4391","2.14","2613","2.22","377","","","64","","116","","180","","195","",""
"Shadow Urchin","BR","R","5762","2.64","2010","2.85","5","","","1","","1","","2","","3","",""
"Stoic Grove-Guide","BG","C","96451","5.69","14573","8.00","552","44.6%","49.6%","98","","147","","245","","309","",""
"Sygg's Command","WU","R","6946","3.08","2099","3.53","72","","","9","","25","","34","","38","",""
"Tam, Mindful First-Year","UG","R","4007","2.02","2135","2.07","649","100.0%","48.8%","134","","159","","293","","354","",""
"Thoughtweft Lieutenant","WG","U","23742","4.06","5955","4.74","12","","","3","","5","","8","","4","",""
"Trystan's Command","BG","R","4636","2.30","2254","2.45","268","","","43","","77","","120","","148","",""
"Twinflame Travelers","UR","U","26503","4.41","6636","5.16","106","","","11","","31","","42","","62","",""
"Vibrance","RG","M","1787","1.64","1083","1.70","96","","","20","","24","","44","","50","",""
"Voracious Tome-Skimmer","UB","U","32690","5.27","5192","7.03","144","","","29","","34","","63","","84","",""
"Wary Farmer","WG","C","92762","5.47","15032","7.52","834","63.9%","51.6%","142","","239","","381","","450","",""
"Wistfulness","UG","M","1741","1.61","1140","1.67","598","100.0%","53.7%","105","","158","","263","","331","",""
"Chronicle of Victory","","M","1284","1.24","1117","1.24","86","","","16","","22","","38","","48","",""
"Dawn-Blessed Pennant","","U","37579","5.56","4925","8.17","10","","","2","","4","","6","","4","",""
"Firdoch Core","","C","107129","6.48","12721","9.67","631","42.0%","48.7%","131","","165","","296","","330","",""
"Foraging Wickermaw","","C","105780","6.32","18307","8.69","2448","78.3%","51.4%","493","","606","53.3%","1099","53.5%","1348","49.6%","3.9pp"
"Gathering Stone","","U","28694","4.47","7377","5.33","102","","","21","","27","","48","","54","",""
"Mirrormind Crown","","R","15858","5.32","1787","8.31","16","","","4","","4","","8","","8","",""
"Puca's Eye","","U","44062","6.92","6351","9.70","767","62.4%","54.4%","132","","237","","369","","398","",""
"Springleaf Drum","","U","40179","6.07","4863","8.94","198","","","40","","56","","96","","103","",""
"Stalactite Dagger","","C","110146","6.76","13951","9.89","249","23.5%","","45","","67","","112","","137","",""
"Blood Crypt","","R","11477","4.02","2095","5.44","36","","","4","","8","","12","","24","",""
"Eclipsed Realms","","U","36669","5.20","4374","7.73","184","","","30","","58","","88","","96","",""
"Evolving Wilds","","C","84899","4.59","17849","6.30","1948","97.9%","50.3%","380","","510","53.3%","890","53.0%","1056","47.9%","5.1pp"
"Hallowed Fountain","","R","10884","3.82","2209","5.05","141","","","21","","41","","62","","75","",""
"Overgrown Tomb","","R","10134","3.57","2112","4.58","152","","","21","","41","","62","","89","",""
"Steam Vents","","R","11717","3.94","2421","5.18","144","","","31","","37","","68","","75","",""
"Temple Garden","","R","10429","3.67","2015","4.80","125","","","22","","31","","53","","71","",""
"Idyllic Tutor","W","R","827","5.46","97","","0","","","0","","0","","0","","0","",""
"Kinsbaile Cavalier","W","R","553","4.01","93","","0","","","0","","0","","0","","0","",""
