"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Meek Attack","R","M","8367","5.34","1043","8.13","0","","","0","","0","","0","","0","",""
"Reckless Ransacking","R","C","112431","7.70","12657","11.29","0","0.0%","","0","","0","","0","","0","",""
"Scuzzback Scrounger","R","R","6719","2.97","2037","3.37","0","","","0","","0","","0","","0","",""
"Sear","R","U","17620","2.95","6248","3.38","47","","","8","","12","","20","","27","",""
"Sizzling Changeling","R","U","27971","4.34","6588","5.35","0","","","0","","0","","0","","0","",""
"Soul Immolation","R","M","2640","2.34","1273","2.48","8","","","0","","4","","4","","4","",""
"Soulbright Seeker","R","U","35026","5.53","6140","7.24","0","","","0","","0","","0","","0","",""
"Sourbread Auntie","R","U","28627","4.76","5822","5.89","0","","","0","","0","","0","","0","",""
"Spinerock Tyrant","R","M","1852","1.73","1035","1.80","11","","","2","","2","","4","","7","",""
"Squawkroaster","R","U","34553","5.41","5296","7.36","4","","","1","","1","","2","","2","",""
"Sting-Slinger","R","U","34188","5.48","5316","7.34","3","","","1","","0","","1","","2","",""
"Tweeze","R","C","76155","4.58","15283","5.94","28","","","3","","6","","9","","19","",""
"Warren Torchmaster","R","U","36104","5.70","5446","7.71","0","","","0","","0","","0","","0","",""
"Assert Perfection","G","C","69277","4.09","18561","5.03","3","","","0","","1","","1","","2","",""
"Aurora Awakener","G","M","1882","1.75","1231","1.78","51","","","6","","16","","22","","29","",""
"Bloom Tender","G","M","2473","2.09","1002","2.24","5","","","2","","1","","3","","2","",""
"Blossoming Defense","G","U","30685","4.64","6416","5.95","9","","","1","","2","","3","","6","",""
"Bristlebane Battler","G","R","3751","1.95","1893","2.08","23","","","3","","5","","8","","15","",""
"Bristlebane Outrider","G","U","28314","4.45","6030","5.55","0","","","0","","0","","0","","0","",""
"Celestial Reunion","G","M","5236","3.67","938","4.72","10","","","3","","3","","6","","4","",""
"Champions of the Perfect","G","R","3967","2.06","1906","2.16","59","","","8","","18","","26","","33","",""
"Chomping Changeling","G","U","31099","4.69","4661","6.47","17","","","2","","4","","6","","11","",""
"Crossroads Watcher","G","C","98386","5.93","14996","8.23","0","","","0","","0","","0","","0","",""
"Dawn's Light Archer","G","C","102079","6.18","15070","8.72","0","0.0%","","0","","0","","0","","0","",""
"Dundoolin Weaver","G","U","23373","3.65","6658","4.37","8","","","3","","1","","4","","4","",""
"Formidable Speaker","G","R","4017","2.01","2034","2.12","26","","","4","","4","","8","","18","",""
"Gilt-Leaf's Embrace","G","C","109630","6.91","13923","9.99","0","0.0%","","0","","0","","0","","0","",""
"Great Forest Druid","G","C","78666","4.73","14684","6.26","19","","","2","","5","","7","","12","",""
"Luminollusk","G","U","36759","5.53","5563","7.69","10","","","1","","2","","3","","7","",""
"Lys Alana Dignitary","G","U","26348","4.18","6579","4.99","0","","","0","","0","","0","","0","",""
"Lys Alana Informant","G","C","86840","5.11","17824","6.67","5","","","0","","1","","1","","4","",""
"Midnight Tilling","G","C","107093","6.88","17549","9.27","0","0.0%","","0","","0","","0","","0","",""
"Mistmeadow Council","G","C","89249","5.35","17045","6.99","5","","","0","","0","","0","","5","",""
"Moon-Vigil Adherents","G","U","20592","3.45","6290","3.90","0","","","0","","0","","0","","0","",""
"Morcant's Eyes","G","U","27008","4.48","7185","5.09","9","","","0","","3","","3","","6","",""
"Mutable Explorer","G","R","4774","2.37","1951","2.51","4","","","0","","0","","0","","4","",""
"Pitiless Fists","G","U","24293","3.83","6907","4.51","7","","","1","","1","","2","","5","",""
"Prismabasher","G","U","25994","4.08","6465","4.92","12","","","3","","4","","7","","5","",""
"Prismatic Undercurrents","G","U","38676","6.15","4996","8.88","11","","","1","","3","","4","","7","",""
"Pummeler for Hire","G","U","25957","4.11","6300","5.02","17","","","1","","5","","6","","11","",""
"Safewright Cavalry","G","C","92371","5.59","16592","7.49","8","1.5%","","3","","3","","6","","2","",""
"Sapling Nursery","G","R","5730","2.72","1971","2.91","0","","","0","","0","","0","","0","",""
"Selfless Safewright","G","R","4699","2.26","2095","2.43","0","","","0","","0","","0","","0","",""
"Shimmerwilds Growth","G","U","32211","5.01","5521","6.57","10","","","3","","3","","6","","4","",""
"Spry and Mighty","G","R","6808","2.91","2411","3.21","21","","","3","","6","","9","","12","",""
"Surly Farrier","G","C","101057","6.18","14646","8.62","0","0.0%","","0","","0","","0","","0","",""
"Tend the Sprigs","G","C","105104","6.65","12186","9.84","0","0.0%","","0","","0","","0","","0","",""
"Thoughtweft Charge","G","U","34071","5.07","5568","6.87","0","","","0","","0","","0","","0","",""
"Trystan, Callous Cultivator","G","R","5349","2.52","2167","2.78","3","","","0","","0","","0","","3","",""
"Unforgiving Aim","G","C","108980","6.95","12386","10.36","0","0.0%","","0","","0","","0","","0","",""
"Vinebred Brawler","G","U","30480","4.78","5912","6.16","0","","","0","","0","","0","","0","",""
"Virulent Emissary","G","U","21422","3.43","6316","4.06","0","","","0","","0","","0","","0","",""
"Wildvine Pummeler","G","C","98913","5.87","13865","8.43","24","3.4%","","6","","9","","15","","9","",""
"Abigale, Eloquent First-Year","WB","R","3265","1.66","2061","1.72","523","97.6%","51.2%","91","","133","","224","","299","",""
"Ashling's Command","UR","R","5422","2.60","2460","2.77","175","","","33","","45","","78","","97","",""
"Boggart Cursecrafter","BR","U","25736","4.40","5560","5.26","4","","","1","","0","","1","","3","",""
"Bre of Clan Stoutarm","WR","R","5389","2.67","1960","2.91","7","","","0","","3","","3","","4","",""
"Brigid's Command","WG","R","6157","2.83","2047","3.23","0","","","0","","0","","0","","0","",""
"Catharsis","WR","M","2128","1.97","938","2.05","0","","","0","","0","","0","","0","",""
"Chaos Spewer","BR","C","101292","6.34","12448","9.16","612","32.7%","48.5%","90","","171","","261","","353","",""
"Chitinous Graspling","UG","C","102647","5.89","14230","8.68","1386","53.9%","47.8%","212","","373","","585","48.9%","799","46.8%","2.1pp"
"Deceit","UB","M","1886","1.69","1154","1.71","1094","100.0%","57.0%","183","","254","","437","","649","51.5%",""
"Deepchannel Duelist","WU","U","22035","3.87","6566","4.35","11","","","4","","1","","5","","6","",""
"Deepway Navigator","WU","R","7471","3.37","2163","3.88","13","","","3","","3","","6","","7","",""
"Doran, Besieged by Time","WBG","R","7735","3.35","1968","3.77","19","","","4","","7","","11","","8","",""
"Dream Harvest","UB","R","10582","3.83","2058","4.87","761","84.6%","47.8%","118","","207","","325","","437","",""
"Eclipsed Boggart","BR","U","28645","4.62","5924","5.66","78","13.5%","","13","","18","","31","","47","",""
"Eclipsed Elf","BG","U","21422","3.57","6914","4.05","103","","","22","","31","","53","","51","",""
"Eclipsed Flamekin","UR","U","26709","4.29","7391","5.05","431","58.5%","","70","","101","","171","","260","",""
"Eclipsed Kithkin","WG","U","21852","3.61","6598","4.19","0","","","0","","0","","0","","0","",""
"Eclipsed Merrow","WU","U","24685","4.07","7112","4.65","157","24.6%","","28","","37","","65","","92","",""
"Emptiness","WB","M","1670","1.57","1022","1.58","329","","","45","","81","","126","","201","",""
"Feisty Spikeling","WR","C","95804","5.39","14631","7.67","12","","","3","","4","","7","","5","",""
"Figure of Fable","WG","R","3084","1.63","2071","1.67","0","","","0","","0","","0","","0","",""
"Flaring Cinder","UR","C","101920","6.38","16383","8.71","969","37.2%","49.9%","173","","258","","431","","538","48.9%",""
"Gangly Stompling","RG","C","99062","5.58","15267","8.05","13","","","2","","5","","7","","7","",""
"Glister Bairn","UG","U","33213","5.11","5437","6.97","427","52.9%","","62","","106","","168","","260","",""
"Grub's Command","BR","R","6838","3.12","2143","3.53","79","","","14","","27","","41","","39","",""
"High Perfect Morcant","BG","R","4566","2.35","1861","2.53","28","","","5","","7","","12","","16","",""
"Hovel Hurler","WR","U","24550","3.83","5647","4.78","0","","","0","","0","","0","","0","",""
"Kirol, Attentive First-Year","WR","R","6995","2.97","2319","3.39","3","","","0","","0","","0","","3","",""
"Lluwen, Imperfect Naturalist","BG","R","4928","2.34","2074","2.56","243","","","41","","66","","107","","136","",""
"Maralen, Fae Ascendant","UBG","R","5207","2.52","2094","2.71","971","91.1%","49.2%","162","","281","","443","","529","45.2%",""
"Merrow Skyswimmer","WU","C","82317","4.83","18143","6.22","2034","70.4%","50.6%","337","","530","51.9%","867","52.5%","1163","49.4%","3.1pp"
"Mischievous Sneakling","UB","C","87968","4.82","16877","6.65","6538","96.3%","50.6%","1198","51.4%","1654","51.9%","2852","51.7%","3653","49.7%","2.1pp"
"Morcant's Loyalist","BG","U","18886","3.32","6462","3.72","103","","","16","","26","","42","","61","",""
"Noggle Robber","RG","U","26631","4.05","6839","5.03","0","","","0","","0","","0","","0","",""
"Prideful Feastling","WB","C","87654","4.77","13976","6.85","2221","80.7%","47.2%","379","","605","48.1%","984","48.7%","1236","45.9%","2.8pp"
"Raiding Schemes","RG","R","17616","5.88","2230","8.85","0","","","0","","0","","0","","0","",""
"Reaping Willow","WB","U","20350","3.31","5669","3.96","926","82.1%","51.6%","152","","243","","395","","535","47.9%",""
"Sanar, Innovative First-Year","UR","R","4391","2.14","2613","2.22","557","96.9%","51.0%","103","","148","","251","","310","",""
"Shadow Urchin","BR","R","5762","2.64","2010","2.85","468","92.7%","","84","","109","","193","","276","",""
"Stoic Grove-Guide","BG","C","96451","5.69","14573","8.00","662","38.2%","48.6%","128","","165","","293","","366","",""
"Sygg's Command","WU","R","6946","3.08","2099","3.53","41","","","8","","10","","18","","23","",""
"Tam, Mindful First-Year","UG","R","4007","2.02","2135","2.07","510","97.3%","49.6%","98","","145","","243","","271","",""
"Thoughtweft Lieutenant","WG","U","23742","4.06","5955","4.74","0","","","0","","0","","0","","0","",""
"Trystan's Command","BG","R","4636","2.30","2254","2.45","189","","","40","","56","","96","","93","",""
"Twinflame Travelers","UR","U","26503","4.41","6636","5.16","27","","","8","","6","","14","","13","",""
"Vibrance","RG","M","1787","1.64","1083","1.70","0","","","0","","0","","0","","0","",""
"Voracious Tome-Skimmer","UB","U","32690","5.27","5192","7.03","7066","98.9%","51.7%","1303","55.4%","1823","56.1%","3126","55.8%","3950","48.4%","7.4pp"
"Wary Farmer","WG","C","92762","5.47","15032","7.52","0","","","0","","0","","0","","0","",""
"Wistfulness","UG","M","1741","1.61","1140","1.67","291","","","50","","86","","136","","155","",""
"Chronicle of Victory","","M","1284","1.24","1117","1.24","217","","","40","","65","","105","","112","",""
"Dawn-Blessed Pennant","","U","37579","5.56","4925","8.17","165","26.3%","","24","","50","","74","","91","",""
