"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Wanderwine Farewell","U","U","23363","4.91","5185","6.08","0","","","0","","0","","0","","0","",""
"Wild Unraveling","U","C","81221","6.97","11019","9.91","0","0.0%","","0","","0","","0","","0","",""
"Auntie's Sentence","B","C","72365","5.70","9832","8.09","7","","","3","","1","","4","","3","",""
"Barbed Bloodletter","B","C","83391","7.16","9765","10.50","0","0.0%","","0","","0","","0","","0","",""
"Bile-Vial Boggart","B","C","76287","6.24","9718","8.90","0","","","0","","0","","0","","0","",""
"Bitterbloom Bearer","B","M","1357","1.71","736","1.76","7","","","0","","1","","1","","6","",""
"Blight Rot","B","C","45272","3.71","11283","4.53","130","","","11","","46","","57","","73","",""
"Blighted Blackthorn","B","C","80027","6.64","10132","9.62","30","5.8%","","5","","13","","18","","12","",""
"Bloodline Bidding","B","R","5426","3.21","1556","3.54","1","","","1","","0","","1","","0","",""
"Boggart Mischief","B","U","18479","4.20","3871","4.96","0","","","0","","0","","0","","0","",""
"Boggart Prankster","B","C","79625","6.77","10147","9.56","0","","","0","","0","","0","","0","",""
"Bogslither's Embrace","B","C","47175","3.80","11661","4.70","189","","","33","","47","","80","","109","",""
"Champion of the Weird","B","R","4549","2.85","1346","3.25","28","","","1","","12","","13","","15","",""
"Creakwood Safewright","B","U","17287","3.82","4750","4.47","21","","","4","","3","","7","","14","",""
"Darkness Descends","B","U","28037","5.95","3287","8.73","0","","","0","","0","","0","","0","",""
"Dawnhand Dissident","B","R","3813","2.40","1675","2.56","17","","","6","","2","","8","","9","",""
"Dawnhand Eulogist","B","C","72640","6.00","13029","7.72","0","","","0","","0","","0","","0","",""
"Dose of Dawnglow","B","U","27479","5.62","3836","8.01","4","","","0","","2","","2","","2","",""
"Dream Seizer","B","C","78448","6.47","10079","9.26","0","0.0%","","0","","0","","0","","0","",""
"Gloom Ripper","B","R","3891","2.47","1604","2.62","5","","","1","","1","","2","","0","",""
"Gnarlbark Elm","B","U","17889","3.84","4008","4.71","45","","","12","","9","","21","","24","",""
"Graveshifter","B","U","16141","3.45","4605","4.11","107","","","22","","29","","51","","54","",""
"Grub, Storied Matriarch","B","R","4986","3.02","1354","3.52","50","","","8","","14","","22","","27","",""
"Gutsplitter Gang","B","U","24207","5.19","3646","6.89","0","","","0","","0","","0","","0","",""
"Heirloom Auntie","B","C","76782","6.52","9102","9.37","0","","","0","","0","","0","","0","",""
"Iron-Shield Elf","B","U","19774","4.14","5198","4.92","0","","","0","","0","","0","","0","",""
"Moonglove Extractor","B","C","75387","6.20","9909","8.86","0","","","0","","0","","0","","0","",""
"Moonshadow","B","M","1581","1.92","715","2.02","8","","","1","","0","","1","","7","",""
"Mornsong Aria","B","R","13140","5.73","1553","9.01","0","","","0","","0","","0","","0","",""
"Mudbutton Cursetosser","B","U","22587","4.78","3979","6.10","0","","","0","","0","","0","","0","",""
"Nameless Inversion","B","U","13729","3.07","4722","3.55","63","","","17","","12","","29","","34","",""
"Nightmare Sower","B","U","22036","4.72","3369","6.24","5","","","0","","4","","4","","1","",""
"Perfect Intimidation","B","U","30790","6.39","3363","9.70","0","","","0","","0","","0","","0","",""
"Requiting Hex","B","U","21453","4.45","3998","5.74","0","","","0","","0","","0","","0","",""
"Retched Wretch","B","U","25035","5.24","3886","7.01","0","","","0","","0","","0","","0","",""
"Scarblade Scout","B","C","66753","5.40","12671","6.92","12","","","3","","2","","5","","7","",""
"Scarblade's Malice","B","C","77505","6.34","9737","9.20","0","","","0","","0","","0","","0","",""
"Shimmercreep","B","U","25622","5.20","4736","6.91","602","73.4%","55.3%","102","","148","","250","","349","",""
"Taster of Wares","B","R","4457","2.73","1628","2.97","42","","","7","","7","","14","","28","",""
"Twilight Diviner","B","R","5090","2.95","1525","3.42","6","","","2","","1","","3","","3","",""
"Unbury","B","U","20565","4.19","4626","5.30","33","","","6","","10","","16","","17","",""
"Ashling, Rekindled","R","R","4903","2.93","1681","3.26","383","","","72","","105","","177","","207","",""
"Boldwyr Aggressor","R","U","29454","6.16","3844","8.74","1142","69.9%","51.5%","216","","290","","506","53.4%","630","49.8%","3.5pp"
"Boneclub Berserker","R","C","80649","7.25","9475","10.50","66","6.4%","","11","","14","","25","","41","",""
"Boulder Dash","R","U","19380","4.09","4679","4.95","1344","91.2%","52.9%","240","","337","","577","56.0%","768","50.7%","5.3pp"
"Brambleback Brute","R","C","80229","6.88","10115","9.81","1618","61.2%","53.6%","316","","359","","675","55.1%","944","52.8%","2.4pp"
"Burning Curiosity","R","C","84049","7.37","11164","10.42","860","39.6%","53.4%","148","","229","","377","","484","",""
"Champion of the Path","R","R","5432","3.22","1510","3.71","319","","","47","","70","","117","","201","",""
"Cinder Strike","R","C","51449","4.25","13388","5.08","4049","96.2%","53.1%","703","49.8%","1017","52.9%","1720","51.6%","2330","54.2%","-2.5pp"
"Collective Inferno","R","R","8040","4.22","1256","5.56","74","","","13","","20","","33","","43","",""
"Elder Auntie","R","C","75756","6.38","10688","8.85","799","42.3%","49.7%","163","","211","","374","","422","",""
"End-Blaze Epiphany","R","R","4461","2.64","1988","2.83","702","100.0%","56.0%","101","","178","","279","","423","",""
"Enraged Flamecaster","R","C","78779","6.77","9688","9.74","973","46.9%","50.6%","179","","222","","401","","566","50.4%",""
"Explosive Prodigy","R","U","18035","3.87","5525","4.48","1922","97.5%","54.4%","322","","449","","771","56.8%","1140","52.7%","4.1pp"
"Feed the Flames","R","C","63079","4.99","11501","6.59","3030","89.4%","52.6%","507","46.9%","760","57.5%","1267","53.3%","1764","52.0%","1.2pp"
"Flame-Chain Mauler","R","C","79502","6.73","11658","9.38","1641","58.3%","53.2%","289","","396","","685","52.7%","949","53.5%","-0.8pp"
"Flamebraider","R","U","20511","4.42","5407","5.17","1557","89.5%","54.8%","270","","397","","667","58.2%","882","52.2%","6.0pp"
"Flamekin Gildweaver","R","C","77808","6.43","12178","8.72","2913","77.0%","55.5%","542","58.7%","695","56.0%","1237","57.2%","1664","54.3%","2.8pp"
"Giantfall","R","U","23019","4.75","4226","6.19","1176","88.9%","54.1%","185","","319","","504","56.9%","673","51.9%","5.1pp"
"Goatnap","R","U","32750","7.28","3644","10.82","63","","","8","","15","","23","","40","",""
"Goliath Daydreamer","R","R","4272","2.67","1626","2.79","621","93.4%","52.0%","109","","159","","268","","350","",""
"Gristle Glutton","R","C","78906","6.67","12050","9.06","1358","56.8%","53.3%","240","","326","","566","54.1%","792","52.8%","1.3pp"
"Hexing Squelcher","R","R","4798","2.89","1146","3.51","227","","","48","","53","","101","","126","",""
"Impolite Entrance","R","U","32637","6.98","3767","10.24","239","30.5%","","41","","49","","90","","150","",""
"Kindle the Inner Flame","R","U","31208","6.79","3914","9.76","180","25.1%","","24","","51","","75","","104","",""
"Kulrath Zealot","R","C","73809","5.94","12742","7.97","3426","86.4%","54.5%","626","58.1%","841","57.8%","1467","57.9%","1938","51.8%","6.1pp"
"Lasting Tarfire","R","U","29540","6.52","3737","9.17","22","","","2","","7","","9","","13","",""
"Lavaleaper","R","R","9993","5.09","1265","7.64","149","","","21","","47","","68","","79","",""
"Meek Attack","R","M","6132","5.28","752","8.01","12","","","1","","4","","5","","7","",""
"Reckless Ransacking","R","C","85104","7.67","9575","11.26","482","24.3%","","85","","126","","211","","271","",""
"Scuzzback Scrounger","R","R","5047","2.93","1521","3.26","421","","","83","","112","","195","","227","",""
"Sear","R","U","13413","2.98","4715","3.42","1699","100.0%","53.8%","283","","445","","728","56.0%","969","52.0%","4.0pp"
"Sizzling Changeling","R","U","21249","4.36","4945","5.34","1490","94.8%","54.4%","257","","366","","623","53.8%","862","54.6%","-0.9pp"
"Soul Immolation","R","M","2052","2.35","985","2.49","597","96.9%","58.5%","104","","165","","269","","328","",""
"Soulbright Seeker","R","U","26667","5.56","4627","7.25","570","64.5%","52.5%","100","","159","","259","","312","",""
"Sourbread Auntie","R","U","21429","4.72","4417","5.82","461","62.9%","","93","","101","","194","","264","",""
"Spinerock Tyrant","R","M","1404","1.74","790","1.81","398","","","67","","92","","159","","230","",""
"Squawkroaster","R","U","26211","5.44","4027","7.41","1242","77.0%","50.5%","200","","306","","506","51.6%","732","49.9%","1.7pp"
"Sting-Slinger","R","U","25824","5.47","4089","7.28","374","51.4%","","66","","96","","162","","212","",""
"Tweeze","R","C","57920","4.60","11509","5.96","3165","93.9%","52.4%","537","51.2%","774","55.4%","1311","53.7%","1856","51.5%","2.2pp"
"Warren Torchmaster","R","U","27226","5.67","4199","7.66","391","52.1%","","68","","95","","163","","228","",""
"Assert Perfection","G","C","53168","4.13","13934","5.09","3136","90.2%","54.4%","512","55.1%","784","57.3%","1296","56.4%","1841","53.1%","3.3pp"
"Aurora Awakener","G","M","1426","1.76","922","1.78","474","","","88","","122","","210","","253","",""
"Bloom Tender","G","M","1839","2.08","755","2.23","355","","","71","","86","","157","","199","",""
"Blossoming Defense","G","U","23339","4.65","4940","5.96","888","85.6%","54.4%","167","","212","","379","","509","54.6%",""
"Bristlebane Battler","G","R","2877","1.95","1476","2.06","573","99.3%","59.5%","117","","139","","256","","317","",""
"Bristlebane Outrider","G","U","21484","4.47","4547","5.61","688","72.7%","55.2%","110","","187","","297","","392","",""
"Celestial Reunion","G","M","3814","3.63","671","4.66","49","","","5","","19","","24","","25","",""
"Champions of the Perfect","G","R","3056","2.07","1445","2.17","274","","","46","","69","","115","","149","",""
"Chomping Changeling","G","U","23355","4.69","3554","6.44","475","59.4%","","96","","117","","213","","259","",""
"Crossroads Watcher","G","C","74766","5.94","11338","8.23","984","49.8%","57.5%","182","","228","","410","","577","56.3%",""
"Dawn's Light Archer","G","C","77407","6.21","11228","8.76","693","41.4%","50.8%","116","","173","","289","","404","",""
"Dundoolin Weaver","G","U","18040","3.70","5072","4.42","1127","95.2%","56.6%","184","","294","","478","","637","56.0%",""
"Formidable Speaker","G","R","3066","2.03","1541","2.15","614","99.4%","53.1%","118","","153","","271","","341","",""
"Gilt-Leaf's Embrace","G","C","83021","6.93","10392","10.06","563","31.5%","52.2%","95","","135","","230","","334","",""
"Great Forest Druid","G","C","59411","4.73","11115","6.23","3725","93.5%","52.6%","721","54.5%","883","53.1%","1604","53.7%","2117","51.6%","2.1pp"
"Luminollusk","G","U","27928","5.54","4192","7.68","1215","80.9%","52.6%","187","","330","","517","56.7%","692","49.4%","7.3pp"
"Lys Alana Dignitary","G","U","20117","4.24","4873","5.10","316","49.5%","","52","","79","","131","","185","",""
"Lys Alana Informant","G","C","66048","5.15","13343","6.74","2295","82.2%","54.1%","418","","558","56.1%","976","54.6%","1315","53.7%","0.9pp"
"Midnight Tilling","G","C","81370","6.93","13093","9.35","506","26.4%","51.4%","91","","134","","225","","282","",""
"Mistmeadow Council","G","C","67999","5.39","12929","7.00","1665","68.5%","57.4%","277","","409","","686","60.9%","965","54.5%","6.4pp"
"Moon-Vigil Adherents","G","U","16038","3.52","4634","3.99","642","86.9%","53.6%","114","","170","","284","","357","",""
"Morcant's Eyes","G","U","21031","4.58","5322","5.27","148","","","30","","45","","75","","70","",""
"Mutable Explorer","G","R","3508","2.32","1455","2.46","494","","","71","","144","","215","","274","",""
"Pitiless Fists","G","U","18909","3.89","5171","4.62","1290","89.8%","56.3%","231","","305","","536","57.3%","755","55.6%","1.6pp"
"Prismabasher","G","U","20003","4.12","4929","4.99","1826","95.8%","54.8%","292","","502","59.4%","794","56.8%","1021","53.1%","3.7pp"
"Prismatic Undercurrents","G","U","29326","6.13","3826","8.80","549","51.9%","48.5%","91","","141","","232","","317","",""
"Pummeler for Hire","G","U","19731","4.15","4843","5.02","1842","95.0%","54.7%","264","","496","","760","55.5%","1087","54.1%","1.4pp"
"Safewright Cavalry","G","C","70648","5.66","12447","7.59","1411","66.8%","53.1%","246","","370","","616","52.4%","798","53.5%","-1.1pp"
"Sapling Nursery","G","R","4348","2.75","1449","2.95","675","94.4%","51.6%","117","","159","","276","","400","",""
"Selfless Safewright","G","R","3568","2.27","1598","2.45","366","","","58","","82","","140","","225","",""
"Shimmerwilds Growth","G","U","24245","4.99","4204","6.50","1491","86.9%","51.4%","288","","392","","680","51.3%","811","51.5%","-0.2pp"
"Spry and Mighty","G","R","5066","2.90","1828","3.19","590","98.0%","52.2%","93","","152","","245","","346","",""
"Surly Farrier","G","C","76361","6.18","11096","8.59","1093","54.1%","54.3%","187","","256","","443","","644","51.7%",""
"Tend the Sprigs","G","C","79319","6.63","9297","9.78","1222","50.2%","48.0%","220","","297","","517","47.6%","705","48.2%","-0.6pp"
"Thoughtweft Charge","G","U","25713","5.07","4272","6.82","400","54.1%","","66","","92","","158","","242","",""
"Trystan, Callous Cultivator","G","R","4079","2.51","1608","2.77","262","","","42","","76","","118","","147","",""
"Unforgiving Aim","G","C","82212","6.93","9392","10.33","401","26.2%","","65","","98","","163","","238","",""
"Vinebred Brawler","G","U","23311","4.81","4467","6.20","321","53.9%","","64","","70","","134","","187","",""
"Virulent Emissary","G","U","16286","3.47","4691","4.10","991","93.8%","54.5%","184","","223","","407","","580","54.1%",""
"Wildvine Pummeler","G","C","75137","5.88","10545","8.42","2852","80.7%","49.9%","487","","756","53.0%","1243","52.7%","1616","47.6%","5.0pp"
"Abigale, Eloquent First-Year","WB","R","2480","1.67","1562","1.73","32","","","7","","7","","14","","18","",""
"Ashling's Command","UR","R","4173","2.61","1825","2.77","368","","","64","","87","","151","","214","",""
"Boggart Cursecrafter","BR","U","19535","4.38","4237","5.23","0","","","0","","0","","0","","0","",""
"Bre of Clan Stoutarm","WR","R","4088","2.69","1506","2.93","366","","","58","","102","","160","","202","",""
"Brigid's Command","WG","R","4693","2.84","1574","3.22","55","","","12","","10","","22","","33","",""
"Catharsis","WR","M","1602","1.95","702","2.02","62","","","7","","19","","26","","36","",""
"Chaos Spewer","BR","C","76360","6.30","9434","9.10","599","47.0%","50.8%","89","","167","","256","","344","",""
"Chitinous Graspling","UG","C","77521","5.89","10858","8.67","968","59.7%","50.6%","184","","250","","434","","533","52.9%",""
"Deceit","UB","M","1441","1.67","887","1.68","27","","","4","","7","","11","","15","",""
"Deepchannel Duelist","WU","U","16851","3.91","4975","4.40","0","","","0","","0","","0","","0","",""
"Deepway Navigator","WU","R","5628","3.36","1677","3.81","0","","","0","","0","","0","","0","",""
"Doran, Besieged by Time","WBG","R","5836","3.38","1454","3.81","70","","","9","","18","","27","","44","",""
"Dream Harvest","UB","R","7968","3.83","1575","4.87","31","","","5","","11","","16","","15","",""
"Eclipsed Boggart","BR","U","21802","4.64","4526","5.71","43","","","12","","8","","20","","23","",""
"Eclipsed Elf","BG","U","16554","3.63","5167","4.12","132","","","21","","34","","55","","78","",""
"Eclipsed Flamekin","UR","U","20772","4.36","5557","5.18","556","74.9%","56.3%","97","","123","","220","","332","",""
"Eclipsed Kithkin","WG","U","16680","3.66","5057","4.24","217","","","39","","65","","104","","111","",""
"Eclipsed Merrow","WU","U","19114","4.11","5435","4.70","0","","","0","","0","","0","","0","",""
"Emptiness","WB","M","1255","1.56","785","1.56","36","","","4","","4","","8","","28","",""
"Feisty Spikeling","WR","C","72698","5.37","11227","7.62","1237","77.2%","47.9%","198","","277","","475","","755","46.9%",""
"Figure of Fable","WG","R","2392","1.66","1584","1.70","330","","","60","","87","","147","","181","",""
"Flaring Cinder","UR","C","77276","6.43","12287","8.79","1130","58.4%","52.2%","179","","305","","484","","643","52.4%",""
"Gangly Stompling","RG","C","74893","5.60","11479","8.10","2102","76.5%","53.7%","386","","491","","877","56.8%","1206","51.6%","5.2pp"
"Glister Bairn","UG","U","25255","5.14","4169","6.96","655","80.6%","53.4%","109","","156","","265","","385","",""
"Grub's Command","BR","R","5173","3.13","1582","3.57","129","","","15","","40","","55","","74","",""
"High Perfect Morcant","BG","R","3463","2.37","1396","2.56","79","","","12","","21","","33","","46","",""
"Hovel Hurler","WR","U","18474","3.85","4315","4.77","816","91.4%","53.8%","142","","202","","344","","478","",""
"Kirol, Attentive First-Year","WR","R","5266","2.98","1756","3.41","207","","","31","","58","","89","","117","",""
"Lluwen, Imperfect Naturalist","BG","R","3746","2.36","1549","2.59","359","","","69","","90","","159","","196","",""
"Maralen, Fae Ascendant","UBG","R","3998","2.55","1586","2.76","51","","","5","","14","","19","","31","",""
"Merrow Skyswimmer","WU","C","62566","4.86","13784","6.25","21","","","2","","4","","6","","15","",""
"Mischievous Sneakling","UB","C","66657","4.82","13022","6.63","37","","","4","","8","","12","","25","",""
"Morcant's Loyalist","BG","U","14584","3.37","4791","3.79","73","","","10","","17","","27","","46","",""
"Noggle Robber","RG","U","20272","4.08","5166","5.08","2566","98.5%","55.9%","432","","637","56.7%","1069","57.9%","1501","54.6%","3.3pp"
"Prideful Feastling","WB","C","66390","4.77","10714","6.83","109","","","18","","29","","47","","62","",""
"Raiding Schemes","RG","R","13259","5.83","1658","8.79","64","","","13","","17","","30","","34","",""
"Reaping Willow","WB","U","15432","3.30","4268","3.95","13","","","2","","4","","6","","7","",""
"Sanar, Innovative First-Year","UR","R","3378","2.17","1976","2.26","400","","","65","","110","","175","","226","",""
"Shadow Urchin","BR","R","4267","2.59","1529","2.77","145","","","23","","41","","64","","82","",""
"Stoic Grove-Guide","BG","C","73006","5.70","11004","7.99","594","49.3%","51.2%","98","","141","","239","","355","",""
"Sygg's Command","WU","R","5243","3.08","1609","3.50","2","","","0","","1","","1","","1","",""
"Tam, Mindful First-Year","UG","R","2982","2.00","1642","2.05","323","","","53","","72","","125","","197","",""
"Thoughtweft Lieutenant","WG","U","18078","4.09","4564","4.74","13","","","1","","2","","3","","10","",""
"Trystan's Command","BG","R","3569","2.32","1705","2.46","214","","","34","","55","","89","","125","",""
"Twinflame Travelers","UR","U","20641","4.49","5002","5.32","168","","","30","","46","","76","","90","",""
"Vibrance","RG","M","1361","1.63","819","1.68","782","100.0%","56.3%","126","","211","","337","","417","",""
"Voracious Tome-Skimmer","UB","U","24502","5.22","4003","6.95","0","","","0","","0","","0","","0","",""
"Wary Farmer","WG","C","70309","5.49","11423","7.53","764","64.7%","53.7%","122","","179","","301","","461","",""
"Wistfulness","UG","M","1296","1.60","838","1.65","205","","","34","","52","","86","","119","",""
"Chronicle of Victory","","M","981","1.26","832","1.26","71","","","12","","22","","34","","37","",""
"Dawn-Blessed Pennant","","U","28500","5.60","3585","8.35","33","","","11","","7","","18","","15","",""
"Firdoch Core","","C","81005","6.47","9626","9.67","633","42.9%","52.9%","115","","152","","267","","367","",""
"Foraging Wickermaw","","C","80621","6.38","13926","8.75","2457","81.7%","51.8%","481","","599","53.6%","1080","52.5%","1375","51.3%","1.2pp"
"Gathering Stone","","U","22701","4.62","5421","5.62","125","","","17","","31","","48","","77","",""
"Mirrormind Crown","","R","11828","5.27","1343","8.23","8","","","3","","0","","3","","5","",""
"Puca's Eye","","U","33412","6.91","4835","9.66","699","56.0%","52.1%","126","","180","","306","","393","",""
"Springleaf Drum","","U","30297","6.05","3693","8.89","116","","","27","","21","","48","","68","",""
"Stalactite Dagger","","C","83039","6.71","10627","9.82","298","27.3%","","65","","71","","136","","162","",""
"Blood Crypt","","R","8506","3.94","1565","5.27","185","","","30","","45","","75","","106","",""
"Eclipsed Realms","","U","27654","5.17","3301","7.69","219","","","45","","54","","99","","117","",""
"Evolving Wilds","","C","64628","4.59","13596","6.31","2101","96.3%","53.2%","351","","519","49.1%","870","52.0%","1197","53.9%","-1.9pp"
"Hallowed Fountain","","R","8073","3.78","1648","5.01","46","","","9","","15","","24","","22","",""
"Overgrown Tomb","","R","7522","3.55","1588","4.53","145","","","29","","30","","59","","81","",""
"Steam Vents","","R","8807","3.91","1815","5.14","210","","","37","","59","","96","","109","",""
"Temple Garden","","R","7762","3.66","1540","4.74","116","","","23","","36","","59","","56","",""
