"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Changeling Wayfinder","","C","201076","4.59","39865","6.30","10060","54.8%","51.9%","1849","50.1%","2375","53.2%","4224","51.8%","5644","51.7%","0.1pp"
"Rooftop Percher","","C","258913","6.34","40615","8.92","9075","40.7%","52.6%","1532","50.5%","2248","54.8%","3780","53.1%","5050","51.5%","1.6pp"
"Adept Watershaper","W","R","10148","2.13","4539","2.30","45","4.9%","","4","","7","","11","","34","",""
"Ajani, Outland Chaperone","W","M","3735","1.49","2345","1.53","70","9.3%","","12","","24","","36","","34","",""
"Appeal to Eirdu","W","C","277356","7.73","31485","11.25","0","0.0%","","0","","0","","0","","0","",""
"Bark of Doran","W","U","104865","7.19","12752","10.48","19","0.3%","","3","","4","","7","","12","",""
"Brigid, Clachan's Heart","W","R","10191","2.20","4537","2.34","41","3.7%","","7","","12","","19","","22","",""
"Burdened Stoneback","W","U","68653","4.51","11569","5.89","33","1.4%","","11","","6","","17","","16","",""
"Champion of the Clachan","W","R","14647","2.83","4331","3.24","0","0.0%","","0","","0","","0","","0","",""
"Clachan Festival","W","U","55457","3.83","13507","4.63","28","1.5%","","4","","8","","12","","16","",""
"Crib Swap","W","U","80592","5.42","8146","8.37","12","0.5%","","3","","4","","7","","5","",""
"Curious Colossus","W","M","4646","1.79","2653","1.82","156","26.5%","","18","","52","","70","","86","",""
"Eirdu, Carrier of Dawn","W","M","3744","1.48","2429","1.49","186","23.4%","","30","","51","","81","","105","",""
"Encumbered Reejerey","W","U","52588","3.58","14552","4.21","1","0.1%","","0","","1","","1","","0","",""
"Evershrike's Gift","W","U","88412","5.77","11959","8.18","37","1.2%","","7","","10","","17","","20","",""
"Flock Impostor","W","U","59426","3.87","13458","4.84","15","0.9%","","2","","5","","7","","8","",""
"Gallant Fowlknight","W","C","244293","6.46","32536","9.18","0","0.0%","","0","","0","","0","","0","",""
"Goldmeadow Nomad","W","C","250905","6.61","31193","9.51","4","0.1%","","2","","0","","2","","2","",""
"Keep Out","W","C","214784","5.29","28319","7.70","20","0.5%","","4","","6","","10","","10","",""
"Kinbinding","W","R","8165","1.81","5141","1.84","222","22.2%","","49","","66","","115","","110","",""
"Kinsbaile Aspirant","W","U","64941","4.40","14182","5.26","0","0.0%","","0","","0","","0","","0","",""
"Kinscaer Sentry","W","R","11101","2.22","4567","2.39","49","4.5%","","13","","15","","28","","21","",""
"Kithkeeper","W","U","81943","5.27","14622","7.05","328","10.2%","","56","","100","","156","","170","",""
"Liminal Hold","W","C","149736","3.75","37705","4.69","251","5.5%","","38","","70","","108","","145","",""
"Meanders Guide","W","U","66955","4.54","12513","5.85","0","0.0%","","0","","0","","0","","0","",""
"Moonlit Lamenter","W","U","57223","3.90","13159","4.78","546","17.0%","50.4%","107","","148","","255","","291","",""
"Morningtide's Light","W","M","11233","3.38","2517","3.99","30","3.8%","","7","","4","","11","","19","",""
"Personify","W","U","77597","4.98","13001","6.73","24","1.0%","","4","","9","","13","","11","",""
"Protective Response","W","U","48192","3.31","14484","3.87","47","3.2%","","8","","12","","20","","27","",""
"Pyrrhic Strike","W","U","46723","3.22","15897","3.69","214","9.2%","","28","","64","","92","","122","",""
"Reluctant Dounguard","W","C","239624","6.20","28365","9.10","3","0.1%","","0","","2","","2","","1","",""
"Rhys, the Evermore","W","R","13434","2.58","4440","2.84","193","14.1%","","33","","38","","71","","122","",""
"Riverguard's Reflexes","W","C","268651","7.30","31314","10.69","3","0.0%","","1","","1","","2","","1","",""
"Shore Lurker","W","C","248442","6.45","32023","9.26","4","0.1%","","1","","1","","2","","2","",""
"Slumbering Walker","W","R","10026","2.05","4996","2.16","148","10.3%","","29","","45","","74","","75","",""
"Spiral into Solitude","W","C","169596","4.16","35261","5.41","108","2.8%","","15","","27","","42","","66","",""
"Sun-Dappled Celebrant","W","C","235301","5.91","31262","8.49","25","0.5%","","4","","6","","10","","15","",""
"Thoughtweft Imbuer","W","U","57781","4.13","14433","4.80","8","0.4%","","2","","3","","5","","3","",""
"Timid Shieldbearer","W","C","225698","5.64","36650","7.68","8","0.2%","","1","","2","","3","","5","",""
"Tributary Vaulter","W","C","241846","6.36","36036","8.71","0","0.0%","","0","","0","","0","","0","",""
"Wanderbrine Preacher","W","C","223648","5.55","38834","7.43","0","0.0%","","0","","0","","0","","0","",""
"Wanderbrine Trapper","W","U","55928","3.78","16877","4.36","0","0.0%","","0","","0","","0","","0","",""
"Winnowing","W","R","23997","3.97","4452","5.06","12","0.9%","","0","","2","","2","","10","",""
"Aquitect's Defenses","U","C","266890","7.19","34022","10.44","4","0.0%","","0","","3","","3","","1","",""
"Blossombind","U","C","187951","4.58","40190","5.98","95","2.2%","","14","","28","","42","","53","",""
"Champions of the Shoal","U","R","12425","2.58","5133","2.80","12","1.3%","","1","","2","","3","","9","",""
"Disruptor of Currents","U","R","11896","2.31","5800","2.50","16","1.6%","","2","","3","","5","","11","",""
"Flitterwing Nuisance","U","R","11654","2.36","5481","2.53","72","4.7%","","9","","25","","34","","38","",""
"Glamer Gifter","U","U","60554","3.99","16502","4.81","14","0.7%","","2","","5","","7","","7","",""
"Glamermite","U","C","251840","6.56","33898","9.46","6","0.1%","","0","","2","","2","","4","",""
"Glen Elendra Guardian","U","R","12416","2.38","5500","2.57","73","5.8%","","21","","20","","41","","33","",""
"Glen Elendra's Answer","U","M","14507","3.89","3827","4.60","0","0.0%","","0","","0","","0","","0","",""
"Gravelgill Scoundrel","U","C","240001","6.33","39801","8.48","0","0.0%","","0","","0","","0","","0","",""
"Harmonized Crescendo","U","R","23091","3.85","5068","4.79","36","2.7%","","4","","10","","14","","22","",""
"Illusion Spinners","U","U","90477","5.95","11866","8.54","2","0.1%","","0","","0","","0","","2","",""
"Kulrath Mystic","U","C","262931","7.09","36731","10.03","6","0.1%","","2","","2","","4","","2","",""
"Loch Mare","U","M","4486","1.71","2902","1.78","279","30.2%","","46","","72","","118","","162","",""
"Lofty Dreams","U","U","79676","5.15","14910","6.75","0","0.0%","","0","","0","","0","","0","",""
"Mirrorform","U","M","9873","3.19","3065","3.53","10","1.3%","","4","","1","","5","","5","",""
"Noggle the Mind","U","U","68324","4.44","13091","5.76","32","1.8%","","7","","10","","17","","15","",""
"Oko, Lorwyn Liege","U","M","4641","1.79","2672","1.82","81","12.0%","","11","","29","","40","","40","",""
"Omni-Changeling","U","U","53514","3.61","16863","4.20","30","1.5%","","5","","3","","8","","21","",""
"Pestered Wellguard","U","U","59640","4.05","13642","4.99","15","0.8%","","3","","3","","6","","9","",""
"Rime Chill","U","U","92505","5.90","14136","8.19","49","1.5%","","7","","14","","21","","28","",""
"Rimefire Torque","U","R","41556","5.89","5016","9.05","14","0.5%","","2","","2","","4","","10","",""
"Rimekin Recluse","U","U","43287","3.08","18435","3.45","158","5.8%","","19","","42","","61","","97","",""
"Run Away Together","U","C","266586","7.23","33954","10.46","5","0.1%","","0","","1","","1","","4","",""
"Shinestriker","U","U","57025","3.88","18570","4.42","117","4.8%","","16","","33","","49","","68","",""
"Silvergill Mentor","U","U","61530","4.20","16854","4.91","0","0.0%","","0","","0","","0","","0","",""
"Silvergill Peddler","U","C","250777","6.59","38710","9.10","0","0.0%","","0","","0","","0","","0","",""
"Spell Snare","U","U","101394","6.81","11712","10.13","0","0.0%","","0","","0","","0","","0","",""
"Stratosoarer","U","C","244473","6.10","36565","8.65","27","0.4%","","7","","9","","16","","11","",""
"Summit Sentinel","U","C","249441","6.48","36308","9.10","0","0.0%","","0","","0","","0","","0","",""
"Sunderflock","U","R","11513","2.45","4993","2.59","63","5.1%","","9","","13","","22","","41","",""
"Swat Away","U","U","76415","4.90","15404","6.34","0","0.0%","","0","","0","","0","","0","",""
"Sygg, Wanderwine Wisdom","U","R","10592","2.23","5075","2.38","38","4.1%","","10","","9","","19","","19","",""
"Tanufel Rimespeaker","U","U","58728","4.02","16455","4.73","86","3.8%","","13","","19","","32","","54","",""
"Temporal Cleansing","U","C","242246","6.04","44860","8.14","24","0.3%","","1","","9","","10","","15","",""
"Thirst for Identity","U","U","86802","5.61","12633","7.93","33","1.1%","","2","","7","","9","","24","",""
"Unexpected Assistance","U","C","221799","5.47","43853","7.21","26","0.4%","","7","","10","","17","","10","",""
"Unwelcome Sprite","U","U","68927","4.51","16752","5.56","1","0.0%","","0","","0","","0","","1","",""
"Wanderwine Distracter","U","C","268212","7.52","32457","10.93","0","0.0%","","0","","0","","0","","0","",""
"Wanderwine Farewell","U","U","75616","4.92","16361","6.16","0","0.0%","","0","","0","","0","","0","",""
"Wild Unraveling","U","C","264690","7.17","35281","10.26","1","0.0%","","0","","1","","1","","0","",""
"Auntie's Sentence","B","C","236456","5.90","31195","8.47","26318","57.5%","51.7%","4681","51.2%","6200","51.1%","10881","51.2%","15440","52.1%","-0.9pp"
"Barbed Bloodletter","B","C","269958","7.37","31823","10.77","8574","22.6%","50.7%","1472","51.5%","2042","51.5%","3514","51.5%","5063","50.2%","1.2pp"
"Bile-Vial Boggart","B","C","249058","6.56","30278","9.45","62897","80.3%","52.8%","11280","54.5%","14796","51.6%","26076","52.8%","35762","52.4%","0.5pp"
"Bitterbloom Bearer","B","M","4753","1.84","2337","1.90","4839","99.0%","55.4%","859","63.8%","1110","55.7%","1969","59.2%","2873","52.8%","6.4pp"
"Blight Rot","B","C","147540","3.75","34744","4.69","47638","95.4%","52.9%","8139","51.9%","11660","54.4%","19799","53.4%","27846","52.6%","0.8pp"
"Blighted Blackthorn","B","C","258189","6.77","31841","9.86","18559","42.7%","50.4%","3092","47.8%","4663","52.6%","7755","50.7%","10860","50.2%","0.4pp"
"Bloodline Bidding","B","R","16843","3.11","5473","3.41","7418","86.9%","51.9%","1209","50.0%","1887","57.3%","3096","54.5%","4328","50.2%","4.3pp"
