"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Temple Garden","","R","31290","3.86","5611","5.21","275","","","49","","64","","113","","160","",""
"Idyllic Tutor","W","R","2366","5.43","270","","0","","","0","","0","","0","","0","",""
"Kinsbaile Cavalier","W","R","1516","3.96","283","","0","","","0","","0","","0","","0","",""
"Mistbind Clique","U","R","1225","3.39","282","","17","","","1","","6","","7","","10","",""
"Wanderwine Prophets","U","R","1448","3.89","242","","18","","","3","","4","","7","","11","",""
"Bitterblossom","B","M","481","","276","","8","","","3","","1","","4","","4","",""
"Faerie Macabre","B","C","2807","6.43","333","","0","","","0","","0","","0","","0","",""
"Goblin Chieftain","R","R","1230","3.61","276","","0","","","0","","0","","0","","0","",""
"Goblin Sharpshooter","R","R","1111","3.13","384","","8","","","1","","4","","5","","5","",""
"Heat Shimmer","R","R","2173","5.24","284","","0","","","0","","0","","0","","0","",""
"Devoted Druid","G","U","1545","3.75","331","","50","","","9","","15","","24","","26","",""
"Helix Pinnacle","G","R","2599","5.98","286","","0","","","0","","0","","0","","0","",""
"Leaf-Crowned Visionary","G","R","834","2.46","298","","0","","","0","","0","","0","","0","",""
"Regal Force","G","R","1245","3.43","325","","23","","","1","","9","","10","","13","",""
"Manamorphose","RG","U","2159","4.76","311","","0","","","0","","0","","0","","0","",""
"Risen Reef","UG","U","1371","3.70","384","","138","","","24","","40","","64","","72","",""
"Slippery Bogle","UG","U","2609","5.90","316","","4","","","1","","1","","2","","2","",""
"Dolmen Gate","","R","1057","3.16","180","","0","","","0","","0","","0","","0","",""
"Door of Destinies","","R","589","2.05","258","","5","","","2","","1","","3","","2","",""
"Painter's Servant","","M","1906","4.47","260","","13","","","3","","6","","9","","4","",""
"Thousand-Year Elixir","","R","2234","5.35","228","","0","","","0","","0","","0","","0","",""
