"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Iron-Shield Elf","B","U","19774","4.14","5198","4.92","0","","","0","","0","","0","","0","",""
"Moonglove Extractor","B","C","75387","6.20","9909","8.86","0","","","0","","0","","0","","0","",""
"Moonshadow","B","M","1581","1.92","715","2.02","3","","","0","","0","","0","","3","",""
"Mornsong Aria","B","R","13140","5.73","1553","9.01","0","","","0","","0","","0","","0","",""
"Mudbutton Cursetosser","B","U","22587","4.78","3979","6.10","0","","","0","","0","","0","","0","",""
"Nameless Inversion","B","U","13729","3.07","4722","3.55","8","","","4","","1","","5","","3","",""
"Nightmare Sower","B","U","22036","4.72","3369","6.24","3","","","1","","1","","2","","1","",""
"Perfect Intimidation","B","U","30790","6.39","3363","9.70","0","","","0","","0","","0","","0","",""
"Requiting Hex","B","U","21453","4.45","3998","5.74","0","","","0","","0","","0","","0","",""
"Retched Wretch","B","U","25035","5.24","3886","7.01","0","","","0","","0","","0","","0","",""
"Scarblade Scout","B","C","66753","5.40","12671","6.92","0","","","0","","0","","0","","0","",""
"Scarblade's Malice","B","C","77505","6.34","9737","9.20","0","","","0","","0","","0","","0","",""
"Shimmercreep","B","U","25622","5.20","4736","6.91","43","","","7","","12","","19","","22","",""
"Taster of Wares","B","R","4457","2.73","1628","2.97","16","","","3","","6","","9","","7","",""
"Twilight Diviner","B","R","5090","2.95","1525","3.42","7","","","1","","1","","2","","5","",""
"Unbury","B","U","20565","4.19","4626","5.30","9","","","2","","2","","4","","5","",""
"Ashling, Rekindled","R","R","4903","2.93","1681","3.26","290","","","57","","72","","129","","159","",""
"Boldwyr Aggressor","R","U","29454","6.16","3844","8.74","1901","81.7%","50.9%","312","","472","","784","50.8%","1124","51.0%","-0.2pp"
"Boneclub Berserker","R","C","80649","7.25","9475","10.50","255","15.4%","","37","","73","","110","","144","",""
"Boulder Dash","R","U","19380","4.09","4679","4.95","1560","93.0%","52.4%","281","","372","","653","55.3%","907","50.3%","5.0pp"
"Brambleback Brute","R","C","80229","6.88","10115","9.81","3590","76.9%","50.8%","628","47.3%","858","52.7%","1486","50.4%","2109","51.1%","-0.7pp"
"Burning Curiosity","R","C","84049","7.37","11164","10.42","1698","50.7%","50.3%","264","","425","","689","48.9%","1009","51.2%","-2.3pp"
"Champion of the Path","R","R","5432","3.22","1510","3.71","287","","","50","","64","","114","","170","",""
"Cinder Strike","R","C","51449","4.25","13388","5.08","4618","98.0%","51.1%","827","51.9%","1088","55.0%","1915","53.6%","2705","49.3%","4.3pp"
"Collective Inferno","R","R","8040","4.22","1256","5.56","118","","","16","","28","","44","","75","",""
"Elder Auntie","R","C","75756","6.38","10688","8.85","2010","64.2%","51.0%","355","","460","","815","51.2%","1192","50.8%","0.4pp"
"End-Blaze Epiphany","R","R","4461","2.64","1988","2.83","726","100.0%","55.1%","124","","179","","303","","423","",""
"Enraged Flamecaster","R","C","78779","6.77","9688","9.74","1014","40.2%","52.3%","196","","220","","416","","596","51.3%",""
"Explosive Prodigy","R","U","18035","3.87","5525","4.48","1343","91.5%","54.8%","242","","322","","564","58.0%","773","52.4%","5.6pp"
"Feed the Flames","R","C","63079","4.99","11501","6.59","3429","88.4%","52.4%","559","52.2%","876","55.3%","1435","54.1%","1994","51.3%","2.8pp"
"Flame-Chain Mauler","R","C","79502","6.73","11658","9.38","2976","72.4%","50.8%","515","47.2%","704","50.0%","1219","48.8%","1747","52.3%","-3.5pp"
"Flamebraider","R","U","20511","4.42","5407","5.17","986","84.3%","55.3%","170","","261","","431","","549","55.0%",""
"Flamekin Gildweaver","R","C","77808","6.43","12178","8.72","2198","66.3%","51.1%","380","","553","51.2%","933","50.9%","1257","51.1%","-0.2pp"
"Giantfall","R","U","23019","4.75","4226","6.19","1321","83.4%","51.4%","210","","305","","515","51.5%","806","51.4%","0.1pp"
"Goatnap","R","U","32750","7.28","3644","10.82","128","13.5%","","20","","19","","39","","89","",""
"Goliath Daydreamer","R","R","4272","2.67","1626","2.79","766","96.0%","51.0%","122","","176","","298","","472","",""
"Gristle Glutton","R","C","78906","6.67","12050","9.06","2761","73.4%","53.0%","488","","698","55.0%","1186","55.2%","1571","51.3%","3.9pp"
"Hexing Squelcher","R","R","4798","2.89","1146","3.51","487","95.1%","","76","","114","","190","","298","",""
"Impolite Entrance","R","U","32637","6.98","3767","10.24","353","35.0%","","61","","79","","140","","213","",""
"Kindle the Inner Flame","R","U","31208","6.79","3914","9.76","134","17.6%","","20","","34","","54","","80","",""
"Kulrath Zealot","R","C","73809","5.94","12742","7.97","3054","79.3%","54.3%","562","56.4%","686","57.4%","1248","57.0%","1797","52.4%","4.6pp"
"Lasting Tarfire","R","U","29540","6.52","3737","9.17","344","41.1%","","56","","89","","145","","199","",""
"Lavaleaper","R","R","9993","5.09","1265","7.64","144","","","25","","36","","61","","83","",""
"Meek Attack","R","M","6132","5.28","752","8.01","3","","","1","","0","","1","","2","",""
"Reckless Ransacking","R","C","85104","7.67","9575","11.26","813","30.7%","50.7%","156","","177","","333","","480","",""
"Scuzzback Scrounger","R","R","5047","2.93","1521","3.26","676","100.0%","51.9%","123","","173","","296","","380","",""
"Sear","R","U","13413","2.98","4715","3.42","1810","100.0%","52.2%","327","","452","","779","56.0%","1031","49.3%","6.7pp"
"Sizzling Changeling","R","U","21249","4.36","4945","5.34","1977","98.5%","52.8%","345","","502","54.8%","847","52.3%","1113","52.9%","-0.6pp"
"Soul Immolation","R","M","2052","2.35","985","2.49","478","","","88","","126","","214","","264","",""
"Soulbright Seeker","R","U","26667","5.56","4627","7.25","873","74.1%","50.1%","134","","223","","357","","514","51.4%",""
"Sourbread Auntie","R","U","21429","4.72","4417","5.82","1203","84.9%","51.5%","185","","336","","521","53.0%","678","50.6%","2.4pp"
"Spinerock Tyrant","R","M","1404","1.74","790","1.81","433","","","83","","115","","198","","242","",""
"Squawkroaster","R","U","26211","5.44","4027","7.41","516","54.2%","50.2%","96","","113","","209","","309","",""
"Sting-Slinger","R","U","25824","5.47","4089","7.28","1112","79.8%","49.2%","195","","272","","467","","645","48.7%",""
"Tweeze","R","C","57920","4.60","11509","5.96","4075","94.6%","51.7%","717","53.8%","973","51.9%","1690","52.7%","2385","51.0%","1.7pp"
"Warren Torchmaster","R","U","27226","5.67","4199","7.66","1082","76.2%","51.6%","188","","256","","444","","638","52.5%",""
"Assert Perfection","G","C","53168","4.13","13934","5.09","4","","","1","","1","","2","","2","",""
"Aurora Awakener","G","M","1426","1.76","922","1.78","55","","","15","","14","","29","","26","",""
"Bloom Tender","G","M","1839","2.08","755","2.23","0","","","0","","0","","0","","0","",""
"Blossoming Defense","G","U","23339","4.65","4940","5.96","0","","","0","","0","","0","","0","",""
"Bristlebane Battler","G","R","2877","1.95","1476","2.06","7","","","0","","1","","1","","6","",""
"Bristlebane Outrider","G","U","21484","4.47","4547","5.61","0","","","0","","0","","0","","0","",""
"Celestial Reunion","G","M","3814","3.63","671","4.66","3","","","0","","2","","2","","1","",""
"Champions of the Perfect","G","R","3056","2.07","1445","2.17","3","","","1","","1","","2","","1","",""
"Chomping Changeling","G","U","23355","4.69","3554","6.44","15","","","2","","2","","4","","11","",""
"Crossroads Watcher","G","C","74766","5.94","11338","8.23","0","0.0%","","0","","0","","0","","0","",""
"Dawn's Light Archer","G","C","77407","6.21","11228","8.76","0","","","0","","0","","0","","0","",""
"Dundoolin Weaver","G","U","18040","3.70","5072","4.42","13","","","0","","3","","3","","10","",""
"Formidable Speaker","G","R","3066","2.03","1541","2.15","0","","","0","","0","","0","","0","",""
"Gilt-Leaf's Embrace","G","C","83021","6.93","10392","10.06","0","","","0","","0","","0","","0","",""
"Great Forest Druid","G","C","59411","4.73","11115","6.23","0","","","0","","0","","0","","0","",""
"Luminollusk","G","U","27928","5.54","4192","7.68","25","","","5","","9","","14","","11","",""
"Lys Alana Dignitary","G","U","20117","4.24","4873","5.10","0","","","0","","0","","0","","0","",""
"Lys Alana Informant","G","C","66048","5.15","13343","6.74","0","","","0","","0","","0","","0","",""
"Midnight Tilling","G","C","81370","6.93","13093","9.35","0","","","0","","0","","0","","0","",""
"Mistmeadow Council","G","C","67999","5.39","12929","7.00","12","","","4","","1","","5","","7","",""
"Moon-Vigil Adherents","G","U","16038","3.52","4634","3.99","0","","","0","","0","","0","","0","",""
"Morcant's Eyes","G","U","21031","4.58","5322","5.27","0","","","0","","0","","0","","0","",""
"Mutable Explorer","G","R","3508","2.32","1455","2.46","0","","","0","","0","","0","","0","",""
"Pitiless Fists","G","U","18909","3.89","5171","4.62","6","","","1","","1","","2","","4","",""
"Prismabasher","G","U","20003","4.12","4929","4.99","30","","","6","","6","","12","","18","",""
"Prismatic Undercurrents","G","U","29326","6.13","3826","8.80","7","","","2","","1","","3","","4","",""
"Pummeler for Hire","G","U","19731","4.15","4843","5.02","40","","","8","","12","","20","","20","",""
"Safewright Cavalry","G","C","70648","5.66","12447","7.59","0","","","0","","0","","0","","0","",""
"Sapling Nursery","G","R","4348","2.75","1449","2.95","0","","","0","","0","","0","","0","",""
"Selfless Safewright","G","R","3568","2.27","1598","2.45","0","","","0","","0","","0","","0","",""
"Shimmerwilds Growth","G","U","24245","4.99","4204","6.50","14","","","3","","5","","8","","6","",""
"Spry and Mighty","G","R","5066","2.90","1828","3.19","34","","","8","","7","","15","","19","",""
"Surly Farrier","G","C","76361","6.18","11096","8.59","0","0.0%","","0","","0","","0","","0","",""
"Tend the Sprigs","G","C","79319","6.63","9297","9.78","4","0.8%","","1","","1","","2","","2","",""
"Thoughtweft Charge","G","U","25713","5.07","4272","6.82","0","","","0","","0","","0","","0","",""
"Trystan, Callous Cultivator","G","R","4079","2.51","1608","2.77","0","","","0","","0","","0","","0","",""
"Unforgiving Aim","G","C","82212","6.93","9392","10.33","0","","","0","","0","","0","","0","",""
"Vinebred Brawler","G","U","23311","4.81","4467","6.20","0","","","0","","0","","0","","0","",""
"Virulent Emissary","G","U","16286","3.47","4691","4.10","0","","","0","","0","","0","","0","",""
"Wildvine Pummeler","G","C","75137","5.88","10545","8.42","60","10.5%","","13","","15","","28","","32","",""
"Abigale, Eloquent First-Year","WB","R","2480","1.67","1562","1.73","406","","","72","","103","","175","","232","",""
"Ashling's Command","UR","R","4173","2.61","1825","2.77","137","","","19","","45","","64","","72","",""
"Boggart Cursecrafter","BR","U","19535","4.38","4237","5.23","27","","","3","","6","","9","","18","",""
"Bre of Clan Stoutarm","WR","R","4088","2.69","1506","2.93","1719","100.0%","52.9%","306","","427","","733","58.8%","1001","48.9%","9.9pp"
"Brigid's Command","WG","R","4693","2.84","1574","3.22","28","","","4","","4","","8","","20","",""
"Catharsis","WR","M","1602","1.95","702","2.02","768","100.0%","52.9%","112","","189","","301","","465","",""
"Chaos Spewer","BR","C","76360","6.30","9434","9.10","858","45.1%","52.1%","151","","232","","383","","475","",""
"Chitinous Graspling","UG","C","77521","5.89","10858","8.67","13","","","2","","5","","7","","5","",""
"Deceit","UB","M","1441","1.67","887","1.68","5","","","0","","0","","0","","5","",""
"Deepchannel Duelist","WU","U","16851","3.91","4975","4.40","0","","","0","","0","","0","","0","",""
"Deepway Navigator","WU","R","5628","3.36","1677","3.81","4","","","1","","1","","2","","2","",""
"Doran, Besieged by Time","WBG","R","5836","3.38","1454","3.81","4","","","1","","1","","2","","2","",""
"Dream Harvest","UB","R","7968","3.83","1575","4.87","0","","","0","","0","","0","","0","",""
"Eclipsed Boggart","BR","U","21802","4.64","4526","5.71","95","","","19","","24","","43","","52","",""
"Eclipsed Elf","BG","U","16554","3.63","5167","4.12","0","","","0","","0","","0","","0","",""
"Eclipsed Flamekin","UR","U","20772","4.36","5557","5.18","500","70.5%","53.8%","95","","115","","210","","284","",""
"Eclipsed Kithkin","WG","U","16680","3.66","5057","4.24","379","75.8%","","71","","82","","153","","226","",""
"Eclipsed Merrow","WU","U","19114","4.11","5435","4.70","43","","","4","","12","","16","","26","",""
"Emptiness","WB","M","1255","1.56","785","1.56","126","","","27","","22","","49","","77","",""
"Feisty Spikeling","WR","C","72698","5.37","11227","7.62","2911","80.7%","51.2%","504","50.4%","708","48.9%","1212","49.5%","1691","52.4%","-2.9pp"
"Figure of Fable","WG","R","2392","1.66","1584","1.70","388","","","66","","107","","173","","215","",""
"Flaring Cinder","UR","C","77276","6.43","12287","8.79","794","41.3%","55.9%","143","","191","","334","","457","",""
"Gangly Stompling","RG","C","74893","5.60","11479","8.10","1428","70.6%","51.3%","245","","359","","604","52.6%","819","50.7%","2.0pp"
"Glister Bairn","UG","U","25255","5.14","4169","6.96","0","","","0","","0","","0","","0","",""
"Grub's Command","BR","R","5173","3.13","1582","3.57","53","","","5","","13","","18","","34","",""
"High Perfect Morcant","BG","R","3463","2.37","1396","2.56","0","","","0","","0","","0","","0","",""
"Hovel Hurler","WR","U","18474","3.85","4315","4.77","2309","96.6%","52.2%","361","","571","58.5%","932","55.0%","1394","50.5%","4.5pp"
"Kirol, Attentive First-Year","WR","R","5266","2.98","1756","3.41","713","90.6%","48.9%","121","","172","","293","","421","",""
"Lluwen, Imperfect Naturalist","BG","R","3746","2.36","1549","2.59","0","","","0","","0","","0","","0","",""
"Maralen, Fae Ascendant","UBG","R","3998","2.55","1586","2.76","0","","","0","","0","","0","","0","",""
"Merrow Skyswimmer","WU","C","62566","4.86","13784","6.25","1184","68.4%","48.7%","208","","289","","497","","686","49.1%",""
"Mischievous Sneakling","UB","C","66657","4.82","13022","6.63","4","","","0","","1","","1","","3","",""
"Morcant's Loyalist","BG","U","14584","3.37","4791","3.79","0","","","0","","0","","0","","0","",""
"Noggle Robber","RG","U","20272","4.08","5166","5.08","711","86.6%","52.6%","133","","170","","303","","409","",""
"Prideful Feastling","WB","C","66390","4.77","10714","6.83","1293","78.7%","50.5%","246","","312","","558","51.3%","727","49.9%","1.3pp"
"Raiding Schemes","RG","R","13259","5.83","1658","8.79","7","","","4","","1","","5","","2","",""
"Reaping Willow","WB","U","15432","3.30","4268","3.95","681","91.0%","54.9%","117","","169","","286","","397","",""
"Sanar, Innovative First-Year","UR","R","3378","2.17","1976","2.26","338","","","55","","96","","151","","189","",""
"Shadow Urchin","BR","R","4267","2.59","1529","2.77","358","","","73","","92","","165","","195","",""
"Stoic Grove-Guide","BG","C","73006","5.70","11004","7.99","0","","","0","","0","","0","","0","",""
"Sygg's Command","WU","R","5243","3.08","1609","3.50","33","","","4","","6","","10","","23","",""
"Tam, Mindful First-Year","UG","R","2982","2.00","1642","2.05","18","","","2","","10","","12","","7","",""
"Thoughtweft Lieutenant","WG","U","18078","4.09","4564","4.74","19","","","3","","3","","6","","13","",""
"Trystan's Command","BG","R","3569","2.32","1705","2.46","0","","","0","","0","","0","","0","",""
"Twinflame Travelers","UR","U","20641","4.49","5002","5.32","87","","","13","","23","","36","","51","",""
"Vibrance","RG","M","1361","1.63","819","1.68","163","","","24","","43","","67","","96","",""
"Voracious Tome-Skimmer","UB","U","24502","5.22","4003","6.95","0","","","0","","0","","0","","0","",""
"Wary Farmer","WG","C","70309","5.49","11423","7.53","934","54.6%","48.8%","158","","214","","372","","562","47.2%",""
"Wistfulness","UG","M","1296","1.60","838","1.65","3","","","0","","2","","2","","1","",""
"Chronicle of Victory","","M","981","1.26","832","1.26","81","","","7","","21","","28","","53","",""
"Dawn-Blessed Pennant","","U","28500","5.60","3585","8.35","27","","","9","","4","","13","","14","",""
"Firdoch Core","","C","81005","6.47","9626","9.67","318","25.9%","","56","","76","","132","","185","",""
"Foraging Wickermaw","","C","80621","6.38","13926","8.75","900","45.7%","50.1%","158","","239","","397","","504","48.8%",""
"Gathering Stone","","U","22701","4.62","5421","5.62","93","","","17","","24","","41","","53","",""
"Mirrormind Crown","","R","11828","5.27","1343","8.23","25","","","3","","9","","12","","13","",""
"Puca's Eye","","U","33412","6.91","4835","9.66","31","","","7","","4","","11","","20","",""
"Springleaf Drum","","U","30297","6.05","3693","8.89","82","","","10","","20","","30","","52","",""
"Stalactite Dagger","","C","83039","6.71","10627","9.82","509","34.1%","49.5%","86","","124","","210","","299","",""
"Blood Crypt","","R","8506","3.94","1565","5.27","168","","","29","","46","","75","","92","",""
"Eclipsed Realms","","U","27654","5.17","3301","7.69","135","","","27","","32","","59","","76","",""
"Evolving Wilds","","C","64628","4.59","13596","6.31","1470","91.9%","51.4%","267","","361","","628","51.8%","839","51.1%","0.6pp"
