"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Mirrorform","U","M","11373","3.17","3574","3.51","5877","82.3%","53.7%","966","47.7%","1729","58.1%","2695","54.4%","3186","53.1%","1.2pp"
"Noggle the Mind","U","U","78518","4.42","15218","5.71","27702","87.4%","54.9%","4760","54.2%","7964","58.2%","12724","56.7%","15008","53.4%","3.3pp"
"Oko, Lorwyn Liege","U","M","5362","1.81","3063","1.84","4506","86.6%","55.0%","800","57.8%","1353","57.1%","2153","57.3%","2381","53.0%","4.4pp"
"Omni-Changeling","U","U","61368","3.60","19405","4.18","41690","96.0%","55.5%","7018","52.1%","11941","59.4%","18959","56.7%","21666","53.7%","3.1pp"
"Pestered Wellguard","U","U","69232","4.06","15683","5.01","7464","50.8%","52.8%","1247","52.1%","2162","55.0%","3409","53.9%","4066","51.7%","2.2pp"
"Rime Chill","U","U","107607","5.96","16199","8.34","12097","43.2%","53.1%","1934","49.2%","3494","56.6%","5428","54.0%","6685","52.4%","1.6pp"
"Rimefire Torque","U","R","48203","5.91","5830","9.07","728","10.0%","45.6%","134","","199","","333","","395","",""
"Rimekin Recluse","U","U","49815","3.07","21232","3.44","59307","99.8%","57.4%","10591","59.4%","16588","61.9%","27179","60.9%","30516","53.8%","7.1pp"
"Run Away Together","U","C","308279","7.25","39231","10.50","18603","28.7%","53.2%","3131","48.7%","5319","55.2%","8450","52.8%","10168","53.5%","-0.7pp"
"Shinestriker","U","U","65015","3.84","21404","4.38","54248","95.3%","56.5%","8935","56.4%","15557","61.4%","24492","59.6%","28290","53.0%","6.6pp"
"Silvergill Mentor","U","U","71044","4.20","19487","4.90","4943","35.2%","54.5%","871","55.8%","1357","56.6%","2228","56.3%","2703","53.0%","3.3pp"
"Silvergill Peddler","U","C","289535","6.59","44719","9.10","9605","20.8%","52.9%","1775","49.7%","2697","54.8%","4472","52.8%","5134","53.0%","-0.2pp"
"Spell Snare","U","U","117201","6.83","13465","10.18","3269","17.9%","49.2%","584","51.4%","865","51.4%","1449","51.4%","1821","47.5%","3.9pp"
"Stratosoarer","U","C","280941","6.07","42252","8.61","79244","76.1%","55.1%","13830","53.0%","22399","58.6%","36229","56.4%","41425","53.3%","3.1pp"
"Summit Sentinel","U","C","288198","6.50","41559","9.15","89823","78.7%","54.7%","16282","54.6%","24608","55.4%","40890","55.0%","47453","54.1%","0.9pp"
"Sunderflock","U","R","13198","2.42","5768","2.56","29891","99.8%","59.7%","5051","63.5%","8662","68.6%","13713","66.7%","15186","52.0%","14.7pp"
"Swat Away","U","U","89553","4.96","17553","6.45","28901","78.5%","54.9%","4929","53.3%","8257","58.2%","13186","56.4%","15743","53.7%","2.7pp"
"Sygg, Wanderwine Wisdom","U","R","12279","2.24","5888","2.40","8839","92.7%","55.6%","1521","60.2%","2476","58.5%","3997","59.2%","4859","52.6%","6.5pp"
"Tanufel Rimespeaker","U","U","66803","3.97","19007","4.66","59873","97.9%","55.6%","10377","57.5%","17125","57.5%","27502","57.5%","31225","53.5%","4.0pp"
"Temporal Cleansing","U","C","280416","6.06","51770","8.18","69893","72.1%","55.7%","11555","53.7%","20236","59.3%","31791","57.2%","38160","54.4%","2.9pp"
"Thirst for Identity","U","U","100650","5.65","14481","8.01","12747","51.7%","53.7%","2214","52.3%","3593","55.2%","5807","54.1%","6941","53.3%","0.8pp"
"Unexpected Assistance","U","C","255787","5.46","50668","7.20","77404","81.3%","54.7%","12841","53.1%","21929","57.5%","34770","55.8%","42676","53.8%","2.1pp"
"Unwelcome Sprite","U","U","79914","4.53","19349","5.59","33330","86.5%","55.3%","5999","57.3%","9274","56.7%","15273","56.9%","18088","53.9%","3.0pp"
"Wanderwine Distracter","U","C","309884","7.54","37378","10.95","2239","5.6%","47.9%","383","","599","48.4%","982","46.7%","1266","48.9%","-2.2pp"
"Wanderwine Farewell","U","U","87579","4.94","18964","6.19","5995","33.9%","51.0%","981","49.2%","1722","53.7%","2703","52.1%","3288","50.0%","2.1pp"
"Wild Unraveling","U","C","305685","7.19","40658","10.31","20264","29.0%","52.5%","3389","50.7%","5802","55.8%","9191","53.9%","11088","51.3%","2.6pp"
"Auntie's Sentence","B","C","273949","5.91","35855","8.51","43","0.5%","","7","","13","","20","","23","",""
"Barbed Bloodletter","B","C","311562","7.38","36745","10.78","21","0.1%","","2","","8","","10","","11","",""
"Bile-Vial Boggart","B","C","287988","6.59","34871","9.52","0","0.0%","","0","","0","","0","","0","",""
"Bitterbloom Bearer","B","M","5513","1.86","2713","1.92","90","8.2%","","14","","33","","47","","44","",""
"Blight Rot","B","C","171237","3.77","40011","4.72","1213","14.4%","49.9%","207","","330","","537","57.2%","679","44.0%","13.1pp"
"Blighted Blackthorn","B","C","298462","6.78","36811","9.89","96","0.7%","","14","","36","","50","","46","",""
"Bloodline Bidding","B","R","19403","3.09","6396","3.38","369","14.3%","","67","","112","","179","","191","",""
"Boggart Mischief","B","U","69485","4.25","15170","5.08","27","0.5%","","8","","5","","13","","14","",""
"Boggart Prankster","B","C","295155","6.95","37566","9.83","1","0.0%","","1","","0","","1","","0","",""
"Bogslither's Embrace","B","C","174661","3.82","42344","4.77","1428","17.1%","52.9%","247","","422","","669","56.1%","761","50.1%","6.0pp"
"Champion of the Weird","B","R","17473","2.95","5299","3.33","163","6.5%","","26","","37","","63","","100","",""
"Creakwood Safewright","B","U","61889","3.69","17385","4.35","0","0.0%","","0","","0","","0","","0","",""
"Darkness Descends","B","U","110246","6.38","12281","9.58","16","0.3%","","8","","2","","10","","6","",""
"Dawnhand Dissident","B","R","13816","2.34","6359","2.52","429","18.0%","","79","","131","","210","","222","",""
"Dawnhand Eulogist","B","C","247486","5.54","48742","7.04","6","0.1%","","0","","1","","1","","5","",""
"Dose of Dawnglow","B","U","104042","5.76","13642","8.33","121","2.8%","","14","","34","","48","","73","",""
"Dream Seizer","B","C","298586","6.84","36546","9.94","66","0.5%","","14","","23","","37","","29","",""
"Gloom Ripper","B","R","13195","2.36","5886","2.52","15","1.0%","","2","","3","","5","","10","",""
"Gnarlbark Elm","B","U","70829","4.08","14280","5.14","59","2.0%","","5","","26","","31","","28","",""
"Graveshifter","B","U","57644","3.36","16768","4.01","1680","35.7%","55.3%","304","","480","","784","55.7%","858","54.1%","1.7pp"
"Grub, Storied Matriarch","B","R","19823","3.19","5400","3.70","177","6.8%","","35","","48","","83","","95","",""
"Gutsplitter Gang","B","U","94085","5.43","13447","7.44","12","0.3%","","0","","3","","3","","9","",""
"Heirloom Auntie","B","C","291961","6.86","33372","10.00","11","0.1%","","1","","3","","4","","7","",""
"Iron-Shield Elf","B","U","69798","4.01","18421","4.79","2","0.1%","","0","","2","","2","","0","",""
"Moonglove Extractor","B","C","286743","6.46","35786","9.36","0","0.0%","","0","","0","","0","","0","",""
"Moonshadow","B","M","6416","2.03","2767","2.16","247","19.6%","","46","","66","","112","","133","",""
"Mornsong Aria","B","R","49614","5.98","6081","9.18","0","0.0%","","0","","0","","0","","0","",""
"Mudbutton Cursetosser","B","U","86278","4.95","15341","6.31","10","0.2%","","3","","4","","7","","3","",""
"Nameless Inversion","B","U","50958","3.06","17283","3.55","910","20.0%","52.2%","152","","253","","405","","475","",""
"Nightmare Sower","B","U","89828","5.21","12312","7.23","173","3.5%","","30","","59","","89","","85","",""
"Perfect Intimidation","B","U","116512","6.72","12320","10.25","13","0.2%","","5","","4","","9","","4","",""
"Requiting Hex","B","U","84758","4.73","13200","6.40","52","1.6%","","11","","15","","26","","27","",""
"Retched Wretch","B","U","96370","5.49","13787","7.56","7","0.2%","","1","","2","","3","","4","",""
"Scarblade Scout","B","C","236475","5.17","47644","6.62","17","0.2%","","3","","6","","9","","8","",""
"Scarblade's Malice","B","C","291245","6.54","35628","9.57","19","0.2%","","5","","2","","7","","12","",""
"Shimmercreep","B","U","93482","5.08","17132","6.84","10539","62.6%","55.6%","1764","52.8%","3063","60.5%","4827","57.7%","5453","53.2%","4.5pp"
"Taster of Wares","B","R","16867","2.79","6409","3.03","631","22.2%","55.2%","115","","186","","301","","327","",""
"Twilight Diviner","B","R","19941","3.07","5655","3.60","6","0.4%","","2","","3","","5","","1","",""
"Unbury","B","U","70855","3.96","16887","4.94","745","17.6%","49.5%","110","","221","","331","","415","",""
"Ashling, Rekindled","R","R","16370","2.76","6330","3.02","28537","99.9%","57.4%","5254","65.8%","7791","59.8%","13045","62.2%","14827","52.5%","9.8pp"
"Boldwyr Aggressor","R","U","108946","6.32","13835","9.16","4388","23.0%","50.4%","724","51.2%","1244","52.2%","1968","51.8%","2442","49.4%","2.4pp"
"Boneclub Berserker","R","C","300288","7.39","34582","10.75","412","1.3%","","66","","120","","186","","226","",""
"Boulder Dash","R","U","69703","3.98","17518","4.85","41535","94.6%","55.5%","7318","55.0%","11751","58.5%","19069","57.2%","22475","54.0%","3.2pp"
"Brambleback Brute","R","C","298005","6.98","37170","10.07","13188","23.2%","51.5%","2330","50.1%","3614","55.1%","5944","53.1%","7271","50.2%","2.9pp"
"Burning Curiosity","R","C","308999","7.28","43121","10.22","23685","30.3%","52.5%","3980","48.8%","6548","55.0%","10528","52.7%","13166","52.3%","0.4pp"
"Champion of the Path","R","R","19070","3.13","5665","3.59","24271","98.5%","54.2%","4128","54.1%","6870","57.3%","10998","56.1%","12639","51.7%","4.4pp"
"Cinder Strike","R","C","184336","4.09","49654","4.97","119973","97.9%","55.9%","21024","56.0%","34199","58.4%","55223","57.5%","64789","54.5%","3.0pp"
"Collective Inferno","R","R","31831","4.48","4754","6.26","4930","56.0%","48.7%","807","46.2%","1390","49.5%","2197","48.3%","2748","48.9%","-0.6pp"
"Elder Auntie","R","C","287195","6.68","38127","9.46","7526","17.5%","52.8%","1326","52.5%","2083","55.0%","3409","54.0%","4115","51.8%","2.2pp"
"End-Blaze Epiphany","R","R","15985","2.57","7380","2.75","20642","99.4%","56.9%","3458","59.6%","5769","62.6%","9227","61.5%","11420","53.1%","8.3pp"
"Enraged Flamecaster","R","C","287148","6.63","36525","9.57","74265","66.9%","53.4%","13153","53.2%","19986","54.7%","33139","54.1%","39823","52.3%","1.8pp"
"Explosive Prodigy","R","U","60632","3.58","20393","4.11","59919","98.4%","56.7%","10591","57.4%","16651","60.1%","27242","59.0%","31063","54.0%","5.0pp"
"Feed the Flames","R","C","225073","4.84","43475","6.36","102630","93.2%","54.8%","17079","53.0%","29428","58.4%","46507","56.4%","56171","53.4%","3.0pp"
"Flame-Chain Mauler","R","C","290320","6.61","43114","9.21","97136","76.7%","54.5%","17552","54.2%","26142","55.1%","43694","54.7%","51813","54.0%","0.8pp"
"Flamebraider","R","U","65590","3.97","20098","4.54","78011","99.4%","57.0%","14189","64.5%","21327","57.2%","35516","60.1%","41031","53.9%","6.2pp"
"Flamekin Gildweaver","R","C","268070","5.93","49494","7.76","135006","90.3%","55.9%","23267","56.6%","37873","58.3%","61140","57.7%","70954","54.0%","3.6pp"
"Giantfall","R","U","85838","4.79","14897","6.33","25970","76.2%","53.7%","4354","51.4%","7294","56.7%","11648","54.7%","14345","52.9%","1.9pp"
"Goatnap","R","U","123230","7.45","13526","11.10","814","4.9%","44.7%","141","","209","","350","","465","",""
"Goliath Daydreamer","R","R","15956","2.66","6180","2.91","16445","95.1%","54.7%","2840","56.8%","4828","56.9%","7668","56.9%","8914","52.8%","4.1pp"
"Gristle Glutton","R","C","282846","6.40","47311","8.58","37919","52.5%","54.0%","6879","53.6%","10254","54.7%","17133","54.3%","20786","53.8%","0.5pp"
"Hexing Squelcher","R","R","21289","3.22","4403","4.07","5762","81.1%","52.7%","1006","53.1%","1564","53.3%","2570","53.2%","3198","52.3%","0.9pp"
"Impolite Entrance","R","U","121419","7.23","13656","10.69","1928","10.1%","47.8%","307","","520","46.0%","827","45.8%","1105","49.1%","-3.3pp"
"Kindle the Inner Flame","R","U","108329","6.30","16922","8.53","33173","67.7%","54.8%","5340","52.6%","9178","58.4%","14518","56.3%","17902","52.9%","3.4pp"
"Kulrath Zealot","R","C","247381","5.36","50804","6.90","139565","93.8%","56.2%","24294","55.1%","39625","59.9%","63919","58.0%","72311","54.0%","4.0pp"
"Lasting Tarfire","R","U","110179","6.61","14583","9.31","393","3.2%","","68","","101","","169","","224","",""
"Lavaleaper","R","R","41010","5.36","5003","8.31","1779","23.3%","48.7%","277","","482","","759","47.7%","996","49.3%","-1.6pp"
"Meek Attack","R","M","25038","5.49","3173","8.41","31","0.9%","","7","","9","","16","","15","",""
"Reckless Ransacking","R","C","316187","7.83","35525","11.47","6896","12.1%","50.0%","1108","47.2%","1824","52.9%","2932","50.8%","3970","49.5%","1.3pp"
"Scuzzback Scrounger","R","R","20288","3.11","6096","3.59","10351","94.2%","56.0%","1863","60.1%","2888","56.1%","4751","57.7%","5612","54.7%","3.0pp"
"Sear","R","U","48828","2.94","17565","3.39","45513","99.9%","56.0%","7889","56.8%","12942","59.4%","20831","58.4%","24690","54.0%","4.4pp"
"Sizzling Changeling","R","U","76357","4.22","17877","5.25","41592","93.8%","54.9%","7302","54.2%","11470","56.2%","18772","55.4%","22052","54.2%","1.2pp"
"Soul Immolation","R","M","6940","2.23","3714","2.31","11611","99.3%","58.5%","1992","61.1%","3437","67.0%","5429","64.9%","6192","52.9%","11.9pp"
"Soulbright Seeker","R","U","94317","5.35","17478","6.97","54552","89.4%","55.4%","9564","57.7%","14906","54.8%","24470","55.9%","29160","54.7%","1.3pp"
"Sourbread Auntie","R","U","85278","4.95","16477","6.31","6783","40.6%","55.0%","1198","52.6%","1916","59.6%","3114","56.9%","3671","53.2%","3.7pp"
"Spinerock Tyrant","R","M","5278","1.76","2953","1.82","10470","100.0%","57.1%","1767","63.2%","3217","64.5%","4984","64.0%","5590","50.9%","13.1pp"
"Squawkroaster","R","U","97594","5.48","14383","7.63","21637","61.4%","52.6%","3601","50.3%","6158","54.6%","9759","53.0%","11520","51.8%","1.2pp"
"Sting-Slinger","R","U","98646","5.63","15105","7.68","3901","26.2%","51.7%","640","53.4%","1034","51.9%","1674","52.5%","2230","51.0%","1.5pp"
"Tweeze","R","C","209824","4.52","43284","5.87","99180","94.2%","55.0%","17192","53.8%","27986","58.3%","45178","56.5%","54023","53.8%","2.8pp"
"Warren Torchmaster","R","U","104106","5.94","14866","8.25","3932","25.4%","52.5%","740","52.6%","1033","51.6%","1773","52.0%","2157","52.9%","-0.9pp"
"Assert Perfection","G","C","181711","3.89","50475","4.78","705","7.9%","54.2%","133","","211","","344","","362","",""
"Aurora Awakener","G","M","5125","1.71","3372","1.72","3115","89.7%","55.5%","539","57.5%","889","64.5%","1428","61.8%","1690","50.1%","11.7pp"
"Bloom Tender","G","M","7556","2.20","2885","2.38","134","11.7%","","27","","37","","64","","70","",""
"Blossoming Defense","G","U","86224","4.61","17028","6.05","39","1.4%","","11","","10","","21","","18","",""
"Bristlebane Battler","G","R","10663","1.97","5333","2.09","168","9.9%","","37","","53","","90","","81","",""
"Bristlebane Outrider","G","U","77750","4.36","16260","5.52","26","0.8%","","5","","10","","15","","11","",""
"Celestial Reunion","G","M","15327","3.73","2737","4.83","89","6.3%","","10","","29","","39","","50","",""
"Champions of the Perfect","G","R","10685","2.02","5290","2.13","150","8.5%","","27","","46","","73","","77","",""
"Chomping Changeling","G","U","89928","4.85","12357","6.91","136","4.1%","","28","","39","","67","","68","",""
"Crossroads Watcher","G","C","270869","5.86","41430","8.14","1","0.0%","","0","","0","","0","","1","",""
"Dawn's Light Archer","G","C","277751","5.97","41499","8.42","12","0.2%","","1","","3","","4","","8","",""
"Dundoolin Weaver","G","U","61033","3.48","18199","4.15","353","10.8%","","64","","102","","166","","186","",""
"Formidable Speaker","G","R","10973","2.00","5412","2.13","447","21.0%","","75","","137","","212","","235","",""
"Gilt-Leaf's Embrace","G","C","300223","6.71","39859","9.63","9","0.1%","","1","","4","","5","","4","",""
"Great Forest Druid","G","C","225729","4.82","39106","6.49","529","4.8%","50.7%","93","","144","","237","","293","",""
"Luminollusk","G","U","103983","5.63","14642","8.04","2139","21.6%","53.3%","344","","660","57.0%","1004","54.1%","1101","52.2%","1.9pp"
"Lys Alana Dignitary","G","U","70429","4.05","18084","4.85","0","0.0%","","0","","0","","0","","0","",""
"Lys Alana Informant","G","C","231513","4.88","47949","6.37","37","0.6%","","9","","9","","18","","19","",""
"Midnight Tilling","G","C","293154","6.66","47867","9.01","6","0.0%","","1","","3","","4","","2","",""
"Mistmeadow Council","G","C","239881","5.13","46588","6.76","152","1.8%","","20","","47","","67","","85","",""
"Moon-Vigil Adherents","G","U","50597","3.14","17547","3.54","34","1.3%","","7","","6","","13","","21","",""
"Morcant's Eyes","G","U","63849","3.96","19365","4.43","9","0.2%","","3","","2","","5","","4","",""
"Mutable Explorer","G","R","15337","2.58","5389","2.84","293","13.9%","","56","","96","","152","","133","",""
"Pitiless Fists","G","U","62812","3.60","19276","4.22","641","15.4%","53.5%","110","","197","","307","","334","",""
"Prismabasher","G","U","67515","3.87","17640","4.65","3641","41.3%","53.5%","597","49.9%","1074","58.3%","1671","55.3%","1893","50.8%","4.5pp"
"Prismatic Undercurrents","G","U","110964","6.31","13685","9.24","730","7.5%","51.2%","122","","193","","315","","415","",""
"Pummeler for Hire","G","U","75392","4.19","16504","5.29","890","17.0%","51.2%","138","","267","","405","","485","",""
"Safewright Cavalry","G","C","245838","5.28","45167","7.04","48","0.6%","","7","","12","","19","","29","",""
"Sapling Nursery","G","R","15769","2.67","5410","2.90","57","3.5%","","7","","15","","22","","36","",""
"Selfless Safewright","G","R","13245","2.27","5670","2.47","60","3.5%","","12","","17","","29","","32","",""
"Shimmerwilds Growth","G","U","94667","5.28","14557","7.17","342","5.4%","","67","","91","","158","","185","",""
"Spry and Mighty","G","R","19522","3.00","6076","3.39","795","35.1%","51.7%","142","","229","","371","","424","",""
"Surly Farrier","G","C","280966","6.12","40027","8.64","0","0.0%","","0","","0","","0","","0","",""
"Tend the Sprigs","G","C","299242","6.83","33281","10.17","113","0.8%","","21","","33","","54","","59","",""
"Thoughtweft Charge","G","U","96014","5.13","14822","7.11","16","0.5%","","5","","2","","7","","9","",""
"Trystan, Callous Cultivator","G","R","14962","2.55","5960","2.81","29","1.8%","","5","","7","","12","","17","",""
"Unforgiving Aim","G","C","305675","7.02","33911","10.51","32","0.3%","","3","","9","","12","","20","",""
"Vinebred Brawler","G","U","81595","4.58","16047","5.89","3","0.1%","","0","","2","","2","","1","",""
"Virulent Emissary","G","U","58149","3.36","17568","3.97","21","0.7%","","5","","7","","12","","9","",""
"Wildvine Pummeler","G","C","274784","5.80","37007","8.45","2943","16.8%","48.6%","482","","826","56.5%","1308","51.7%","1650","46.4%","5.3pp"
"Abigale, Eloquent First-Year","WB","R","8976","1.67","5704","1.72","197","10.8%","","37","","52","","89","","108","",""
"Ashling's Command","UR","R","13393","2.37","6985","2.46","31038","100.0%","60.6%","5401","65.4%","8860","69.8%","14261","68.1%","15713","52.8%","15.3pp"
"Boggart Cursecrafter","BR","U","72372","4.42","15778","5.29","47","0.7%","","2","","9","","11","","36","",""
"Bre of Clan Stoutarm","WR","R","15461","2.67","5685","2.90","5497","74.2%","54.1%","908","51.7%","1662","58.4%","2570","56.0%","2973","52.6%","3.4pp"
"Brigid's Command","WG","R","17040","2.84","5594","3.20","49","2.9%","","7","","16","","23","","26","",""
"Catharsis","WR","M","6771","2.09","2729","2.19","3221","81.1%","53.4%","588","51.0%","942","57.2%","1530","54.8%","1593","51.3%","3.5pp"
"Chaos Spewer","BR","C","288948","6.55","34736","9.55","3135","11.7%","51.5%","526","47.7%","869","53.0%","1395","51.0%","1746","51.9%","-0.9pp"
"Chitinous Graspling","UG","C","284876","5.81","38826","8.60","19777","45.6%","52.8%","3361","49.2%","5596","54.1%","8957","52.3%","10528","52.9%","-0.6pp"
"Deceit","UB","M","5284","1.75","3183","1.79","6117","97.2%","57.1%","1010","55.9%","1688","63.7%","2698","60.8%","3243","53.5%","7.3pp"
"Deepchannel Duelist","WU","U","58222","3.70","18281","4.12","225","3.4%","","47","","56","","103","","119","",""
"Deepway Navigator","WU","R","21429","3.36","6009","3.94","37","1.6%","","5","","15","","20","","17","",""
"Doran, Besieged by Time","WBG","R","20966","3.27","5754","3.69","16","0.9%","","7","","4","","11","","5","",""
"Dream Harvest","UB","R","32600","4.14","5235","5.58","3315","54.7%","52.5%","563","47.2%","957","56.6%","1520","53.2%","1797","52.0%","1.1pp"
