"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IIH"
"Wildvine Pummeler","G","C","274784","5.80","37007","8.45","30375","43.4%","51.4%","5032","48.9%","7869","53.9%","12901","52.0%","17540","51.1%","0.9pp"
"Abigale, Eloquent First-Year","WB","R","8976","1.67","5704","1.72","10707","98.6%","58.7%","1831","58.9%","2695","64.5%","4526","62.2%","6112","56.1%","6.2pp"
"Ashling's Command","UR","R","13393","2.37","6985","2.46","152","7.0%","","26","","40","","66","","86","",""
"Boggart Cursecrafter","BR","U","72372","4.42","15778","5.29","84","1.0%","","15","","13","","28","","55","",""
"Bre of Clan Stoutarm","WR","R","15461","2.67","5685","2.90","84","4.2%","","15","","13","","28","","58","",""
"Brigid's Command","WG","R","17040","2.84","5594","3.20","1252","25.8%","53.2%","204","","332","","536","53.9%","712","52.7%","1.2pp"
"Catharsis","WR","M","6771","2.09","2729","2.19","16","1.5%","","1","","8","","9","","7","",""
"Chaos Spewer","BR","C","288948","6.55","34736","9.55","3748","10.1%","47.8%","657","44.0%","910","51.8%","1567","48.5%","2182","47.3%","1.2pp"
"Chitinous Graspling","UG","C","284876","5.81","38826","8.60","28661","46.2%","53.1%","4830","49.7%","6791","52.4%","11621","51.3%","16617","54.1%","-2.8pp"
"Deceit","UB","M","5284","1.75","3183","1.79","4189","86.9%","55.8%","698","57.3%","1053","61.4%","1751","59.8%","2422","53.1%","6.7pp"
"Deepchannel Duelist","WU","U","58222","3.70","18281","4.12","0","0.0%","","0","","0","","0","","0","",""
"Deepway Navigator","WU","R","21429","3.36","6009","3.94","0","0.0%","","0","","0","","0","","0","",""
"Doran, Besieged by Time","WBG","R","20966","3.27","5754","3.69","7683","62.4%","54.5%","1267","60.5%","2073","59.1%","3340","59.6%","4288","50.3%","9.3pp"
"Dream Harvest","UB","R","32600","4.14","5235","5.58","3410","49.7%","52.5%","550","47.6%","912","56.3%","1462","53.0%","1951","52.1%","0.9pp"
"Eclipsed Boggart","BR","U","78624","4.59","17112","5.57","737","6.8%","51.6%","124","","167","","291","","438","",""
"Eclipsed Elf","BG","U","54142","3.33","18620","3.75","97272","99.9%","59.8%","18085","64.6%","23539","64.0%","41624","64.2%","52799","55.8%","8.4pp"
"Eclipsed Flamekin","UR","U","66693","3.93","20863","4.52","0","0.0%","","0","","0","","0","","0","",""
"Eclipsed Kithkin","WG","U","58637","3.51","17773","4.06","7109","46.7%","55.6%","1334","56.2%","1701","55.0%","3035","55.6%","4023","55.7%","-0.1pp"
"Eclipsed Merrow","WU","U","64841","3.88","19821","4.42","0","0.0%","","0","","0","","0","","0","",""
"Emptiness","WB","M","5050","1.65","2913","1.70","5065","95.8%","58.4%","938","56.1%","1300","64.2%","2238","60.8%","2808","56.5%","4.3pp"
"Feisty Spikeling","WR","C","271793","5.51","39146","7.97","95","1.1%","","15","","20","","35","","60","",""
"Figure of Fable","WG","R","8126","1.56","5702","1.60","11326","99.4%","59.5%","1970","66.3%","2947","62.8%","4917","64.2%","6348","55.8%","8.4pp"
"Flaring Cinder","UR","C","276260","6.13","46966","8.32","20","0.1%","","1","","9","","10","","10","",""
"Gangly Stompling","RG","C","268355","5.37","43370","7.71","60094","73.0%","55.4%","10638","54.5%","13600","55.3%","24238","54.9%","34951","55.5%","-0.6pp"
"Glister Bairn","UG","U","91220","5.00","14339","7.01","6782","40.6%","52.4%","1169","51.6%","1644","52.8%","2813","52.3%","3941","52.3%","-0.0pp"
"Grub's Command","BR","R","19132","3.12","6215","3.51","1760","29.5%","52.9%","308","","427","","735","53.7%","1025","52.3%","1.4pp"
"High Perfect Morcant","BG","R","12496","2.28","5180","2.48","34390","99.9%","58.2%","5975","63.3%","8856","62.7%","14831","62.9%","18209","53.8%","9.1pp"
"Hovel Hurler","WR","U","71285","3.93","14500","5.05","35","1.4%","","7","","7","","14","","21","",""
"Kirol, Attentive First-Year","WR","R","19592","2.95","6579","3.33","29","1.7%","","5","","5","","10","","18","",""
"Lluwen, Imperfect Naturalist","BG","R","13495","2.32","5897","2.52","27676","99.8%","57.2%","5272","62.0%","6575","61.0%","11847","61.4%","15155","53.5%","7.9pp"
"Maralen, Fae Ascendant","UBG","R","14001","2.47","5623","2.64","23279","95.5%","57.8%","3895","60.6%","6003","65.3%","9898","63.4%","12501","52.5%","11.0pp"
"Merrow Skyswimmer","WU","C","217902","4.60","51641","5.86","6","0.1%","","2","","1","","3","","3","",""
"Mischievous Sneakling","UB","C","250054","4.89","45319","6.87","53429","74.8%","54.6%","9632","53.0%","11648","53.4%","21280","53.2%","31425","55.2%","-2.0pp"
"Morcant's Loyalist","BG","U","47870","3.13","17082","3.50","96131","99.9%","58.8%","16947","60.6%","24200","63.3%","41147","62.2%","51697","55.4%","6.8pp"
"Noggle Robber","RG","U","70921","3.89","19857","4.74","19313","77.7%","56.4%","3499","56.8%","4517","58.8%","8016","57.9%","11309","55.3%","2.6pp"
"Prideful Feastling","WB","C","242939","4.74","39004","6.80","52961","79.5%","55.2%","9372","52.6%","12029","55.7%","21401","54.4%","30772","55.4%","-1.1pp"
"Raiding Schemes","RG","R","50896","6.08","6487","9.18","51","0.6%","","14","","10","","24","","27","",""
"Reaping Willow","WB","U","55993","3.28","16148","3.88","16708","79.0%","55.5%","2865","53.2%","4196","60.1%","7061","57.3%","9636","54.3%","3.0pp"
"Sanar, Innovative First-Year","UR","R","11252","2.02","7004","2.10","282","12.0%","","43","","72","","115","","167","",""
"Shadow Urchin","BR","R","18394","2.87","5634","3.25","5231","75.8%","53.4%","944","51.6%","1313","54.8%","2257","53.5%","2986","53.3%","0.2pp"
"Stoic Grove-Guide","BG","C","266859","5.66","38318","8.05","122138","79.8%","55.7%","20297","51.7%","27062","54.6%","47359","53.4%","73143","57.0%","-3.6pp"
"Sygg's Command","WU","R","19254","3.06","6138","3.51","11","0.4%","","2","","1","","3","","8","",""
"Tam, Mindful First-Year","UG","R","12101","2.11","5730","2.22","7628","93.6%","54.1%","1347","54.3%","1787","53.7%","3134","54.0%","4500","54.3%","-0.3pp"
"Thoughtweft Lieutenant","WG","U","63390","3.93","16150","4.57","116","1.4%","","21","","29","","50","","65","",""
"Trystan's Command","BG","R","11964","2.17","6282","2.28","31348","100.0%","59.6%","5228","62.9%","7848","68.1%","13076","66.0%","17379","53.8%","12.1pp"
"Twinflame Travelers","UR","U","65921","4.03","18586","4.63","12","0.3%","","3","","6","","9","","3","",""
"Vibrance","RG","M","5095","1.66","3118","1.71","2576","74.2%","55.1%","477","","636","56.4%","1113","57.1%","1461","53.7%","3.5pp"
"Voracious Tome-Skimmer","UB","U","97150","5.57","14313","7.70","1328","9.2%","49.0%","208","","329","","537","48.0%","792","49.9%","-1.8pp"
"Wary Farmer","WG","C","254882","5.33","42074","7.38","20817","42.7%","53.5%","3700","51.1%","4830","52.9%","8530","52.1%","12274","54.5%","-2.3pp"
"Wistfulness","UG","M","4879","1.62","3158","1.67","3649","87.6%","56.6%","602","57.8%","912","60.6%","1514","59.5%","2132","54.5%","5.1pp"
"Chronicle of Victory","","M","3459","1.20","3137","1.20","6351","99.7%","59.0%","1093","61.5%","1637","67.0%","2730","64.8%","3638","54.8%","10.0pp"
"Dawn-Blessed Pennant","","U","97282","5.10","15431","7.14","21887","71.5%","56.2%","3778","53.7%","5191","58.2%","8969","56.3%","12925","56.1%","0.2pp"
"Firdoch Core","","C","298555","6.50","34788","9.71","11110","23.6%","53.3%","1987","51.0%","2480","53.2%","4467","52.2%","6510","53.7%","-1.5pp"
"Foraging Wickermaw","","C","283528","5.96","51267","8.22","22004","39.4%","52.7%","4269","52.9%","4806","51.8%","9075","52.3%","12926","53.0%","-0.7pp"
"Gathering Stone","","U","61020","3.75","21544","4.07","34532","93.1%","57.7%","5967","60.2%","8284","59.0%","14251","59.5%","20353","56.4%","3.1pp"
"Mirrormind Crown","","R","46102","5.53","5323","8.65","158","2.2%","","23","","38","","61","","97","",""
"Puca's Eye","","U","121380","6.87","17931","9.66","1564","7.8%","50.1%","267","","390","","657","50.2%","908","50.1%","0.1pp"
"Springleaf Drum","","U","115714","6.34","13356","9.44","1276","9.0%","47.6%","238","","256","","494","","782","46.3%",""
"Stalactite Dagger","","C","310953","6.96","38362","10.21","10495","18.7%","52.6%","1922","51.0%","2364","52.2%","4286","51.7%","6212","53.3%","-1.6pp"
"Blood Crypt","","R","34490","4.19","5939","5.81","1295","20.7%","55.4%","261","","267","","528","55.7%","747","55.3%","0.4pp"
"Eclipsed Realms","","U","104434","5.33","12722","7.97","14124","71.8%","56.8%","2600","57.3%","3117","54.6%","5717","55.8%","8391","57.5%","-1.7pp"
"Evolving Wilds","","C","239054","4.62","49219","6.38","61215","94.3%","56.5%","11341","58.9%","13351","53.9%","24692","56.2%","36444","56.6%","-0.4pp"
"Hallowed Fountain","","R","32331","3.97","6160","5.34","118","3.7%","","18","","29","","47","","71","",""
"Overgrown Tomb","","R","30193","3.75","5910","4.95","16271","99.6%","56.0%","2981","58.1%","3610","53.9%","6591","55.8%","9514","56.1%","-0.4pp"
"Steam Vents","","R","33711","4.07","6608","5.45","113","3.3%","","23","","28","","51","","61","",""
"Temple Garden","","R","31290","3.86","5611","5.21","2520","39.6%","55.8%","458","","589","55.5%","1047","56.1%","1440","55.4%","0.6pp"
"Idyllic Tutor","W","R","2366","5.43","270","","0","","","0","","0","","0","","0","",""
"Kinsbaile Cavalier","W","R","1516","3.96","283","","9","","","1","","1","","2","","7","",""
"Mistbind Clique","U","R","1225","3.39","282","","23","","","6","","4","","10","","13","",""
"Wanderwine Prophets","U","R","1448","3.89","242","","0","","","0","","0","","0","","0","",""
"Bitterblossom","B","M","481","","276","","782","98.6%","54.1%","141","","191","","332","","454","",""
"Faerie Macabre","B","C","2807","6.43","333","","87","14.3%","","22","","14","","36","","51","",""
"Goblin Chieftain","R","R","1230","3.61","276","","0","","","0","","0","","0","","0","",""
"Goblin Sharpshooter","R","R","1111","3.13","384","","27","","","4","","11","","15","","12","",""
"Heat Shimmer","R","R","2173","5.24","284","","0","","","0","","0","","0","","0","",""
"Devoted Druid","G","U","1545","3.75","331","","887","93.8%","52.6%","172","","206","","378","","499","",""
"Helix Pinnacle","G","R","2599","5.98","286","","0","0.0%","","0","","0","","0","","0","",""
"Leaf-Crowned Visionary","G","R","834","2.46","298","","1803","99.8%","57.3%","304","","464","","768","59.2%","979","55.3%","4.0pp"
"Regal Force","G","R","1245","3.43","325","","715","84.5%","53.1%","119","","158","","277","","433","",""
"Manamorphose","RG","U","2159","4.76","311","","206","","","43","","47","","90","","116","",""
"Risen Reef","UG","U","1371","3.70","384","","23","","","3","","5","","8","","15","",""
"Slippery Bogle","UG","U","2609","5.90","316","","27","","","7","","8","","15","","12","",""
"Dolmen Gate","","R","1057","3.16","180","","165","","","44","","34","","78","","88","",""
"Door of Destinies","","R","589","2.05","258","","357","","","57","","81","","138","","220","",""
"Painter's Servant","","M","1906","4.47","260","","19","","","3","","3","","6","","13","",""
"Thousand-Year Elixir","","R","2234","5.35","228","","6","","","2","","1","","3","","3","",""
